Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
merged_GO_Biological_Process_2021.gmt	DNA synthesis involved in DNA repair (GO:0000731)	1/85	7.422952e-01	8.122656e-01	1.103433e+00	3.288322e-01	MIF-AS1
merged_GO_Biological_Process_2021.gmt	DNA topological change (GO:0006265)	1/17	2.372207e-01	5.747678e-01	5.667827e+00	8.154669e+00	HMGB2
merged_GO_Biological_Process_2021.gmt	DNA-templated transcription, elongation (GO:0006354)	1/137	8.878525e-01	9.184387e-01	6.815141e-01	8.106587e-02	MIF-AS1
merged_GO_Biological_Process_2021.gmt	DNA-templated transcription, initiation (GO:0006352)	10/335	4.117038e-02	5.189456e-01	2.033977e+00	6.488461e+00	MIF-AS1;THRB;NOTCH2;NPPA;NR1I2;RXRA;NR2C1;E2F3;VDR;PPARD
merged_GO_Biological_Process_2021.gmt	ERAD pathway (GO:0036503)	2/173	7.608386e-01	8.257883e-01	9.051298e-01	2.474028e-01	FBXO27;FBXO44
merged_GO_Biological_Process_2021.gmt	ERBB signaling pathway (GO:0038127)	6/131	1.795663e-02	4.507574e-01	3.258207e+00	1.309733e+01	MAPK4;MIF-AS1;SOS1;GAB1;PTK2B;PRKCA
merged_GO_Biological_Process_2021.gmt	ERBB2 signaling pathway (GO:0038128)	3/63	7.769578e-02	5.640717e-01	3.619641e+00	9.248019e+00	SOS1;GAB1;PRKCA
merged_GO_Biological_Process_2021.gmt	Fc receptor mediated stimulatory signaling pathway (GO:0002431)	1/147	9.044549e-01	9.301065e-01	6.347142e-01	6.373978e-02	VAV1
merged_GO_Biological_Process_2021.gmt	Fc receptor signaling pathway (GO:0038093)	5/222	2.746457e-01	5.790934e-01	1.579953e+00	2.041731e+00	IKBKB;MIR155HG;SOS1;VAV1;NFATC2
merged_GO_Biological_Process_2021.gmt	Fc-epsilon receptor signaling pathway (GO:0038095)	5/220	2.686218e-01	5.790934e-01	1.594757e+00	2.096229e+00	IKBKB;MIR155HG;SOS1;VAV1;NFATC2
merged_GO_Biological_Process_2021.gmt	Fc-gamma receptor signaling pathway (GO:0038094)	1/143	8.981304e-01	9.265223e-01	6.526460e-01	7.012026e-02	VAV1
merged_GO_Biological_Process_2021.gmt	Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)	1/141	8.948133e-01	9.243991e-01	6.619947e-01	7.357420e-02	VAV1
merged_GO_Biological_Process_2021.gmt	G protein-coupled acetylcholine receptor signaling pathway (GO:0007213)	1/35	4.274872e-01	6.366176e-01	2.708559e+00	2.301817e+00	MAPK4
merged_GO_Biological_Process_2021.gmt	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)	2/129	6.070889e-01	7.314011e-01	1.219855e+00	6.088055e-01	CNR1;DRD4
merged_GO_Biological_Process_2021.gmt	G1/S transition of mitotic cell cycle (GO:0000082)	6/169	5.221445e-02	5.577802e-01	2.496757e+00	7.371417e+00	MIF-AS1;MAX;GFI1;RRM2;E2F3;BCAT1
