,x,y
LINC02393,-4.9570613,5.2435956
LINC02394,-0.51782733,2.9808862
LINC02395,3.0475519,3.9165463
LINC02396,-6.1084127,3.233185
LINC02397,1.1319282,1.8898853
LINC02398,-4.4836917,4.1323886
LINC02399,-4.425127,4.453106
LINC02400,-5.049434,2.454496
LINC02401,-5.0676527,2.9291983
LINC02402,-5.259341,2.9635525
LINC02403,-5.9336047,4.534731
LINC02404,-4.888729,5.3872294
LINC02405,1.6368892,4.1178856
LINC02406,-5.2755756,3.4137526
LINC02408,-1.0334451,3.0545592
LINC02409,-2.9090993,4.2191553
LINC02410,-4.681123,4.617245
LINC02411,-5.029149,2.607453
LINC02412,-3.633103,2.2936845
LINC02413,-3.6453094,5.6867933
LINC02414,-5.1090503,3.28333
LINC02415,-6.0898604,5.773825
LINC02416,-1.8663819,2.0964465
LINC02417,-3.7382488,4.63864
LINC02418,0.9485755,4.3755016
LINC02419,0.6466373,4.365601
LINC02420,-4.753227,4.09403
LINC02421,-0.85516435,3.6230302
LINC02422,2.39846,2.071531
LINC02423,-4.974578,2.7550383
LINC02424,-6.0861573,5.7626615
LINC02425,-4.698801,4.182144
LINC02426,-3.8632495,3.68141
LINC02427,2.8396478,3.6304722
LINC02428,1.7652894,3.286923
LINC02429,1.5179411,4.051788
LINC02430,-5.164141,3.1282609
LINC02431,-0.38401932,3.2767317
LINC02432,3.6295798,2.7972586
LINC02433,-0.14617047,2.861698
LINC02434,-4.7970614,5.393483
LINC02435,-3.7893243,5.6707697
LINC02436,0.42471507,3.8950758
LINC02437,-3.840625,4.571796
LINC02438,-4.3536963,5.3291335
LINC02439,-4.999818,3.3841593
LINC02440,-2.8813927,3.9662864
LINC02441,-3.361449,5.422432
LINC02442,-4.746986,3.1701162
LINC02443,-4.457589,3.5626948
LINC02444,3.7060409,3.497345
LINC02445,-5.5287285,4.0853305
LINC02446,0.072046794,1.4385254
LINC02447,3.0792658,3.6087239
LINC02448,-4.084304,4.6643496
LINC02449,4.240684,2.121007
LINC02450,-0.77785975,3.2979918
LINC02451,-5.144979,3.3196476
LINC02452,0.3410191,3.2223692
LINC02453,1.9670438,2.3254097
LINC02454,-2.4600668,4.96113
LINC02455,-1.8886845,2.997077
LINC02456,-4.9542894,2.85892
LINC02457,0.6575276,3.9760735
LINC02458,-0.22561437,1.9236959
LINC02459,-4.786438,3.8869302
LINC02460,-5.49098,4.441238
LINC02461,-4.8994236,3.2757215
LINC02462,-5.627116,3.5800087
LINC02463,-5.458089,3.2812014
LINC02464,-4.8147645,3.896309
LINC02465,-6.041434,5.4720635
LINC02466,-0.40639403,2.9632258
LINC02468,-5.6604795,5.3292193
LINC02469,1.9949592,2.1340308
LINC02470,-0.91705924,1.489229
LINC02471,2.0337145,3.2070057
LINC02472,-1.1826427,2.5757265
LINC02473,1.7463678,3.8810322
LINC02474,-1.0612055,3.146805
LINC02475,1.2568096,3.1400766
LINC02476,0.9204342,4.3330865
LINC02477,-4.3337026,4.639045
LINC02478,-1.8907741,4.577255
LINC02479,-4.6627045,4.2450433
LINC02480,-4.907082,2.8585465
LINC02481,0.7592347,1.5431854
LINC02482,3.9383335,2.0842326
LINC02483,-4.6869445,3.9121375
LINC02484,-5.096006,5.4654202
LINC02485,-5.4180503,3.4253895
LINC02487,-2.6016343,4.289691
LINC02488,-1.426174,2.8409886
LINC02489,-3.4997578,5.2626786
LINC02490,-3.4177437,5.4728866
LINC02492,-5.3925104,2.9501235
LINC02493,-4.0067887,5.4807973
LINC02494,-6.0683613,3.1838593
LINC02496,-4.7897153,3.9929307
LINC02497,-5.3499694,3.9878666
LINC02498,-4.9624124,2.322694
LINC02499,-3.649885,6.0428023
LINC02500,-4.654259,3.9639
LINC02501,0.8010826,4.1579003
LINC02502,-3.7172694,3.7877927
LINC02503,5.8062277,3.3703117
LINC02504,1.0533887,2.8794527
LINC02505,-4.4869566,5.491686
LINC02506,1.4468563,2.7072902
LINC02507,0.51785505,4.598112
LINC02508,-4.5980725,3.600443
LINC02509,-4.553284,4.337844
LINC02510,-5.19747,3.1051981
LINC02511,2.5005925,4.628392
LINC02512,-4.222251,3.608461
LINC02513,-4.626548,4.1460767
LINC02514,-4.6746345,4.1766376
LINC02515,1.2731667,3.3130875
LINC02516,-2.1369636,2.7727957
LINC02517,0.6234267,4.321898
LINC02518,-3.9098322,4.843132
LINC02519,-2.7509422,4.0334272
LINC02520,-0.59807533,1.536285
LINC02521,-4.090023,4.1977715
LINC02522,-4.8084826,5.0366197
LINC02523,-4.972047,6.2267966
LINC02524,-5.8723135,3.7506964
LINC02525,-2.3240001,4.0751195
LINC02526,-4.764264,3.9470286
LINC02527,-4.8310513,2.6077886
LINC02528,-3.6394691,3.5728602
LINC02529,-4.8196983,3.6279082
LINC02530,-4.6645155,3.323534
LINC02531,-0.16468284,3.3205287
LINC02532,1.6603727,2.5214534
LINC02533,0.4724599,4.2762957
LINC02534,-4.725565,3.8902102
LINC02535,1.3621223,2.4526875
LINC02536,-2.2014172,2.078466
LINC02537,-4.830844,2.5893621
LINC02538,-2.4901745,4.140657
LINC02539,-5.289186,4.155194
LINC02540,0.75880134,4.21297
LINC02541,1.6129504,2.6610484
LINC02542,0.9007793,3.3993835
LINC02543,-4.9866385,3.5264184
LINC02544,-3.4988286,4.5783715
LINC02545,-4.914226,4.048862
LINC02546,-5.3216586,3.0117233
LINC02547,2.6818674,3.828693
LINC02548,3.762412,3.7511616
LINC02549,-4.840615,3.8231757
LINC02550,-4.374015,4.986968
LINC02551,2.5578141,3.6748292
LINC02552,3.4854949,3.4275382
LINC02553,-6.054163,5.6928086
LINC02554,-4.509576,3.0187411
LINC02555,-0.67795444,1.2755662
LINC02556,-3.5094128,1.968739
LINC02557,-4.4115314,4.29305
LINC02558,4.2039714,3.4746144
LINC02559,-4.3355293,4.3507204
LINC02560,-3.2389991,4.9261546
LINC02561,-1.5917946,3.5352843
LINC02562,-2.7028985,5.3102045
LINC02563,-4.258796,4.6844654
LINC02564,-3.1428108,3.4305558
LINC02565,-3.8296816,5.787779
LINC02566,-5.1090245,3.0710833
LINC02567,-4.7182565,4.1677265
LINC02568,-1.3998276,4.7609763
LINC02569,-0.7976136,3.3589823
LINC02570,2.4848552,3.9862354
LINC02571,-3.7555933,4.83384
LINC02572,-0.61957836,4.171183
LINC02573,-4.647963,5.2089734
LINC02574,0.06427888,5.3463
LINC02575,4.063803,2.9278574
LINC02576,1.9823008,3.3304305
LINC02577,2.6231005,2.7558792
LINC02578,-4.767325,3.9286478
LINC02579,-4.025588,5.11281
LINC02580,0.86698246,1.7635682
LINC02582,-4.5842156,6.837247
LINC02583,-4.9441075,5.1928883
LINC02584,-4.70036,2.9712324
LINC02585,-1.5491842,4.718617
LINC02587,-3.5481527,4.503735
LINC02590,-4.5657306,4.5152063
LINC02591,0.60417944,2.4178324
LINC02593,3.4193082,1.5662152
LINC02594,0.62636465,3.3592482
LINC02595,2.8662448,3.2083318
LINC02596,-0.9863328,1.4095792
LINC02598,-3.8059876,3.0155776
LINC02599,-4.4324245,4.1870055
LINC02600,-1.147894,4.075046
LINC02601,-1.2671896,4.713494
LINC02603,3.1487756,2.43622
LINC02604,4.8085294,1.8538984
LINC02605,4.231259,3.3528805
LINC02606,3.0562434,3.2994423
LINC02607,-2.6867893,3.441275
LINC02608,2.0243948,2.305004
LINC02609,4.0041924,2.5962048
LINC02610,1.8788636,2.3805082
LINC02611,3.278488,3.0551121
LINC02612,-5.296579,3.216815
LINC02613,2.446271,3.531153
LINC02614,4.864148,2.8184333
LINC02615,4.220739,1.935473
LINC02616,-4.444373,5.489985
LINC02617,-4.5811625,6.8200927
LINC02619,-2.4635735,2.8189907
LINC02620,-4.5895867,3.8047547
LINC02621,-3.8218932,3.8406699
LINC02622,0.6724838,4.2145104
LINC02623,-1.9556962,3.9650424
LINC02624,-5.449334,3.2320926
LINC02625,-4.89705,5.194333
LINC02626,-4.460066,4.3112397
LINC02627,1.1335199,4.4509964
LINC02628,-5.525052,3.2639527
LINC02629,-5.990712,4.356727
LINC02630,-5.486259,3.284937
LINC02631,-0.44079795,1.570684
LINC02632,1.4152088,3.3295667
LINC02633,-5.52486,4.4432893
LINC02634,-4.5465603,4.269764
LINC02635,-1.1209756,4.70286
LINC02636,-3.1385376,3.202153
LINC02637,1.733067,2.649916
LINC02639,-4.6686864,5.157249
LINC02640,-4.0129833,5.5778255
LINC02641,-0.26581028,2.9712389
LINC02642,1.8043681,2.739379
LINC02643,-1.7674196,4.7170687
LINC02644,-5.9993234,3.2439616
LINC02645,-5.223851,2.773606
LINC02646,-6.048001,5.7145386
LINC02647,-5.1277122,2.6093564
LINC02648,-0.40166503,1.48421
LINC02649,3.5018356,3.2989054
LINC02650,-5.351282,4.0131984
LINC02651,-4.9087,4.881791
LINC02652,-4.61955,4.2643304
LINC02653,-5.1531157,4.7078357
LINC02654,-5.922969,3.879973
LINC02655,-4.7465005,3.4568152
LINC02656,1.021223,1.9009717
LINC02658,-4.8369837,4.1288133
LINC02659,-5.0699844,3.2179425
LINC02660,0.22915219,4.0958
LINC02661,-5.5105624,3.4834023
LINC02662,-5.349598,3.8120134
LINC02663,-5.083414,5.124674
LINC02664,2.19936,4.072648
LINC02665,-4.7946563,2.8198917
LINC02666,-0.7811698,3.7012568
LINC02667,-5.447995,3.885322
LINC02668,-2.9467888,3.493846
LINC02669,1.6844542,3.3709707
LINC02670,-4.5842347,4.2888317
LINC02671,1.0975175,4.52249
LINC02672,0.6847505,3.1044636
LINC02673,-4.871385,3.347469
LINC02674,-5.095821,4.8007526
LINC02675,-0.68216085,3.2869759
LINC02676,-4.895035,4.173587
LINC02679,-4.646408,3.440296
LINC02680,3.020231,3.5309033
LINC02681,0.73463887,4.156578
LINC02682,-5.588513,4.0507555
LINC02683,-4.9402986,3.861549
LINC02684,-1.9430865,3.2572637
LINC02685,-4.8741603,2.7546911
LINC02686,-4.676786,4.224746
LINC02687,0.17550932,4.0526743
LINC02688,-2.9221523,5.3230624
LINC02689,-4.757309,3.7464373
LINC02690,-5.691646,4.418961
LINC02691,-1.0702643,3.4496558
LINC02692,-4.283419,2.7119715
LINC02693,5.7480893,2.3203993
LINC02694,3.6887217,3.442481
LINC02695,-4.6185236,4.955302
LINC02696,-1.3834541,3.9472752
LINC02697,-4.586743,4.577322
LINC02698,-6.02206,5.6460094
LINC02699,-5.248643,3.1121755
LINC02700,-4.5798407,6.8144746
LINC02701,3.3329437,2.3190699
LINC02702,-4.0053825,5.620128
LINC02703,-4.574614,3.6342764
LINC02704,-2.4308648,6.135238
LINC02705,-0.87887216,1.4588498
LINC02706,-4.7255497,4.1210256
LINC02707,-4.606549,4.043443
LINC02708,-3.654847,5.9223876
LINC02709,2.9906213,1.8346412
LINC02710,1.0268012,4.544163
LINC02711,-5.729016,3.9883468
LINC02712,0.5366329,4.4466786
LINC02713,-5.28333,3.5318322
LINC02714,-2.8889842,3.6955833
LINC02715,-6.1048055,5.868759
LINC02716,-3.0359628,4.7560196
LINC02717,2.0212958,3.0297716
LINC02718,-0.9786943,3.8262107
LINC02719,-4.434424,4.014985
LINC02720,-5.9055166,5.3314962
LINC02721,-5.7107515,5.3035216
LINC02722,-4.223967,4.360728
LINC02723,0.76498306,2.0138993
LINC02724,1.1900151,2.063512
LINC02725,-3.838888,4.5147276
LINC02726,-3.3306458,5.0267925
LINC02727,-5.628836,3.03341
LINC02728,2.6455796,2.772375
LINC02729,-4.8754125,2.516316
LINC02730,-5.9743752,3.7219634
LINC02731,2.2133431,2.2713277
LINC02732,3.4304597,3.0885723
LINC02733,2.5576873,2.5291097
LINC02734,-6.0285764,3.2394753
LINC02735,-5.4876637,4.75886
LINC02736,-4.474986,3.628648
LINC02737,-5.4217973,3.88532
LINC02739,1.9575824,2.550388
LINC02740,-6.0163703,3.208053
LINC02741,-5.47367,3.1444373
LINC02742,4.17952,3.6354434
LINC02743,-5.80859,3.635835
LINC02744,-1.898169,2.3208175
LINC02745,-5.083564,3.6685338
LINC02746,2.9464087,4.5861096
LINC02747,-3.0861545,5.525954
LINC02748,-5.0050883,3.710934
LINC02749,-1.0633636,4.252623
LINC02750,-1.9616699,3.3547714
LINC02751,-5.026087,5.6970577
LINC02752,-5.9466467,5.389683
LINC02753,-4.8428144,2.4934008
LINC02754,4.355952,3.2305298
LINC02755,-5.9968834,5.398677
LINC02756,-1.3416352,2.70172
LINC02757,-2.236896,6.2039027
LINC02758,-4.296616,4.4124217
LINC02759,0.81401396,4.4041057
LINC02760,-5.1065497,3.7603748
LINC02761,-1.8643527,4.835805
LINC02762,4.828697,2.3694866
LINC02763,-0.9585126,2.9241211
LINC02764,-4.785755,3.885599
LINC02765,-1.3826995,4.214848
LINC02766,0.15444587,2.8172596
LINC02767,1.562278,2.712818
LINC02768,-5.8935184,5.5364046
LINC02769,-4.608024,4.134585
LINC02770,-2.1788514,6.307772
LINC02771,-4.823666,2.6209824
LINC02772,-1.2477393,1.4669639
LINC02773,-0.8593418,1.7700448
LINC02774,-2.9924953,3.6021104
LINC02775,-5.62785,5.1540375
LINC02777,2.17586,1.9053309
LINC02778,-5.13656,3.44696
LINC02779,-5.16783,2.9563482
LINC02780,1.5360508,3.244881
LINC02781,-5.852076,3.2683415
LINC02782,-4.824295,3.8068805
LINC02783,-2.6493292,4.866773
LINC02784,-4.8527327,3.737441
LINC02785,0.99144566,1.940676
LINC02786,-4.8098974,3.7014558
LINC02787,-5.3316226,4.9914055
LINC02788,-3.0131,4.109628
LINC02789,-5.3228946,2.9415767
LINC02790,-5.226455,2.7275953
LINC02791,-4.573732,4.0977826
LINC02792,-5.657703,3.076661
LINC02793,-4.1549807,3.6222048
LINC02794,-4.6745925,4.494691
LINC02795,1.7863542,2.864387
LINC02796,-4.599462,3.097279
LINC02797,-4.7241397,3.5060163
LINC02798,2.6644933,2.7909698
LINC02799,-5.6236396,3.9251485
LINC02800,-0.50922316,3.024638
LINC02801,1.9348261,4.7134905
LINC02802,0.18609895,3.8567019
LINC02803,1.358119,2.7241483
LINC02804,2.6795523,2.231658
LINC02805,2.5397353,3.6360767
LINC02806,-1.5446242,4.896177
LINC02808,-4.8123703,2.5109003
LINC02809,1.566739,3.1576588
LINC02810,-5.322094,3.1807554
LINC02811,-4.738675,3.4244673
LINC02812,1.174053,2.0824623
LINC02813,-4.7183967,3.7708201
LINC02814,-1.9645286,4.8748794
LINC02815,-5.16762,3.7830276
LINC02816,-2.3354654,4.4348445
LINC02817,3.5507393,3.398144
LINC02818,-4.487544,4.5119567
LINC02819,-3.9313495,5.6461444
LINC02820,-2.3566806,4.4958696
LINC02821,2.5600362,2.0913465
LINC02822,5.454953,3.4329941
LINC02823,-3.9148817,3.5858603
LINC02824,-4.8214016,2.4524179
LINC02825,-4.9782147,3.117569
LINC02826,1.6563606,3.4373076
LINC02827,-1.4277362,4.4603024
LINC02828,-3.6911287,3.6514452
LINC02829,-4.4714007,4.4980154
LINC02830,-4.222024,3.9773078
LINC02831,-4.993108,2.4574242
LINC02832,3.14257,3.6804636
LINC02833,1.4668424,3.1832068
LINC02834,-4.843148,2.9176502
LINC02835,-3.3965943,4.9785957
LINC02836,-5.1888933,4.0135074
LINC02837,1.4291979,4.35238
LINC02838,-5.1450706,4.0451665
LINC02839,-4.7298455,3.4303615
LINC02840,3.5651152,3.6224415
LINC02841,-5.1413145,2.8157465
LINC02842,-5.813441,3.7760396
LINC02843,0.85662997,4.4403305
LINC02844,-5.2822447,3.3139899
LINC02845,-4.5177274,4.5359354
LINC02846,2.467803,1.7976216
LINC02847,-4.4261637,4.2863216
LINC02848,3.0930154,4.5251336
LINC02849,-3.9656706,3.1170607
LINC02850,-4.5810547,3.960548
LINC02851,-4.3947425,4.042087
LINC02852,-2.4306629,6.1092343
LINC02853,-4.939132,2.4302444
LINC02854,-4.571932,3.3730748
LINC02855,-5.4148874,3.9984386
LINC02856,-4.754927,3.7029681
LINC02857,1.6226436,3.4191422
LINC02858,-3.8646898,5.224871
LINC02860,-3.286602,1.8343335
LINC02861,2.9363399,3.5927114
LINC02862,-6.0745044,5.268896
LINC02863,-0.023273364,1.4428799
LINC02864,3.1741114,3.1411366
LINC02865,-4.8190923,5.7099347
LINC02866,-5.09565,3.4812872
LINC02868,-4.4047704,3.9807243
LINC02869,-5.30717,3.4761674
LINC02870,1.755568,2.0459921
LINC02871,3.3387377,2.926503
LINC02872,-3.284556,4.4379
LINC02873,-1.6232159,4.957657
LINC02874,-4.0371866,4.104666
LINC02875,-0.41640732,4.2338247
LINC02876,-5.9282346,3.933615
LINC02877,-1.6787919,2.9401305
LINC02878,3.413469,2.1535869
LINC02880,-3.9061978,4.3687553
LINC02881,-3.3106947,3.9758582
LINC02882,3.547643,3.3810823
LINC02883,-1.2705404,3.9529595
LINC02884,-1.9221255,6.339019
LINC02885,-0.19935948,3.3702977
LINC02886,0.85140693,4.645841
LINC02887,3.3153892,1.8317335
LINC02888,-3.8765686,5.314224
LINC02889,2.7807581,3.1813412
LINC02890,-5.3728685,2.7712593
LINC02891,-0.27886856,3.7456248
LINC02893,0.42256445,3.517611
LINC02894,-1.6296887,5.157773
LINC02895,6.0657573,3.2140179
LINC02896,-0.8146365,3.2730274
LINC02897,1.6233745,2.774043
LINC02898,2.0931456,3.4238577
LINC02899,3.1699524,3.3227642
LINC02900,-3.8539898,3.236301
LINC02901,1.9047428,2.1543677
LINC02902,0.33839148,4.3180847
LINC02903,-4.99323,3.012766
LINC02904,4.0969777,2.3254602
LINC02906,-4.199005,2.5195107
LINC02907,-4.903956,3.3837574
LINC02908,2.064863,1.4189727
LINC02909,1.815262,3.8472474
LINC02910,0.667059,1.5288718
LINC02911,-4.8383684,2.6765497
LINC02912,0.03379515,2.502532
LINC02913,1.4834937,2.7401004
LINC02914,-4.999821,2.9622924
LINC02915,-1.9412707,6.3562427
LINC02916,2.996073,1.8768497
LINC02917,0.30896026,3.265527
LINC02918,3.6131878,2.1897717
LINC02919,-3.7327268,5.7963276
LINC02920,-2.0428298,4.4503713
LINC02921,-2.3486145,4.3777094
LINC02922,-1.3361429,3.5994732
LINC02923,-5.78419,5.38081
LINC02924,-2.1273625,4.605501
LINC02925,0.34797493,3.6429145
LINC02926,-2.036158,4.6021657
LINC02927,-4.73142,4.1120224
LINC02928,1.4169663,2.899225
LINC02929,-1.065075,2.569099
LINC02930,4.0153117,3.2093987
LINC02931,-2.607514,4.2266145
LINC02932,1.1652123,3.149595
LINC02933,-1.2582564,3.604198
LINC02934,2.2232623,3.8523111
LINC02935,-3.1787913,3.026943
LINC02936,0.5048158,3.2959564
LINC02937,3.577105,3.2364838
LINC02938,-1.0528835,3.3442926
LINC02939,0.39960876,2.7564795
LINC02940,3.8593636,3.3055873
LINC02941,-3.7579532,4.051458
LINC02942,-4.661645,3.6662884
LINC02943,-3.9485612,5.3148127
LINC02944,0.03793358,3.0612326
LINC02945,-0.1818584,3.0039353
LINC02946,-5.2107363,4.6837015
LINC02947,-1.1818838,3.341023
LINC02948,-5.128599,4.4749475
LINC02949,5.025982,3.5250094
LINC02950,3.6621008,3.6231112
LINC02951,-0.87778413,3.7017324
LINC02952,-4.5577602,4.193404
LINC02953,-4.8571196,4.80137
LINC02954,-5.8857794,4.246047
LINC02955,2.2989132,3.265107
LINC02956,-4.6008263,3.978982
LINC02957,-3.6737337,4.4179835
LINC02958,-3.6828496,5.2153077
LINC02959,-5.053674,3.8147886
LINC02960,3.6391242,3.0590582
LINC02961,0.69132495,4.3082013
LINC02962,-3.6788352,4.5134697
LINC02963,-1.0497329,3.1752584
LINC02964,4.6429496,3.4189124
LINC02965,4.612968,3.3475494
LINC02966,2.3483078,2.4568124
LINC02967,-1.652225,5.275416
LINC02968,1.3394687,2.0132248
LINC02969,5.9759083,2.997787
LINC02970,0.56890893,2.0717304
LINC02971,-0.8954202,1.4058108
LINC02972,4.734043,2.365493
LINC02973,-1.2829059,2.9476802
LINC02974,-3.609201,2.9559433
LINC02975,1.887521,1.6952902
LINC02976,4.5615606,2.3318384
LINC02977,5.1912246,2.1046407
LINC02978,-0.07311824,1.9916898
LINC02979,0.88845325,2.9330623
LINC02980,5.2919784,2.328851
LINC02981,3.6706805,3.0171037
LINC02982,4.1819105,3.261467
LINC02983,2.7682781,1.8411762
LINC02984,3.217978,3.9625528
LINC02985,3.2213428,1.940935
LINC02986,2.6126368,2.0994442
LINC02987,5.8563676,2.5279253
LINC02988,0.10064003,1.738476
LINC02989,-3.0601275,4.8210196
LINC02990,-1.8349838,4.4897423
LINC02991,-4.495152,3.5456347
LINC02993,-0.5135969,1.8348482
LINC02994,0.009743643,3.0642707
LINC02995,0.9708125,3.1487663
LINC02997,-3.6380763,6.003749
LINC02999,-1.5622169,2.6344833
LINC03000,5.761579,3.3743715
LINC03002,2.1180193,3.9123662
LINC03004,-0.34198874,3.0110867
LINC03007,-0.67770267,3.7561274
LINC03008,-3.6877594,4.284767
LINC03010,-3.1115873,3.6357763
LINC03011,4.0826716,1.667111
LINC03012,-4.850669,5.684255
LINC03013,2.1112847,3.0861576
LINC03014,3.4195232,1.9130213
LINC03015,5.185999,2.1459496
LINC03016,1.8010257,3.0340729
LINC03017,-4.9971533,4.2086763
LINC03018,-1.3964714,3.8854663
LINC03019,-4.837532,5.086071
LINC03020,1.7688471,3.5687099
LINC03021,2.5537956,2.8850634
LINC03022,1.6878123,2.9335716
LINC03023,-4.131946,3.7256982
LINC03024,-4.7465277,4.55292
LINC03025,1.272103,2.7597754
LINC03026,3.3361495,2.7506676
LINC03031,3.3856301,4.4162397
LINCADL,-3.9231377,4.2893476
LINCMD1,-3.5935805,3.7628992
LINGO1-AS1,-3.1166637,3.518284
LINGO1-AS2,-4.560174,3.85958
LINP1,1.4031188,2.4201849
LIPC-AS1,-5.9842887,5.853995
LIPE-AS1,4.1834755,1.616335
LIPT2-AS1,4.9809165,1.9606344
LIVAR,-3.3842087,5.756176
LIX1-AS1,0.7030244,2.436211
LIX1L-AS1,3.9643338,3.390083
LLPH-DT,2.16065,1.9704962
LMCD1-AS1,4.2102613,3.4682708
LMF1-AS1,-3.2352114,1.7907826
LMLN-AS1,-4.7095246,3.3031392
LMNB1-DT,-2.971621,4.032749
LMNTD2-AS1,3.922603,1.7737828
LMO7-AS1,3.5826578,2.9146614
LMO7DN,-4.048468,3.8795516
LMO7DN-IT1,-4.2819796,4.3461494
LMX1A-AS1,-4.669881,3.3758895
LMX1A-AS2,-4.6967554,3.844249
LMX1B-DT,-1.6847771,4.7049394
LNC-LBCS,2.7682436,1.9128814
LNCAROD,1.1714234,3.0404577
LNCARSR,2.301451,4.071057
LNCATV,1.3844768,1.7924129
LNCBRM,-2.850666,3.5056148
LNCDAT,-4.6731834,4.9799924
LNCNEF,-4.7691827,4.2473397
LNCOC1,3.0283651,1.8619131
LNCOG,-2.5114264,4.9774475
LNCPRESS1,-4.6054163,6.720111
LNCPRESS2,-4.6184864,6.593115
LNCRNA-IUR,5.2843437,3.4041483
LNCSRLR,-0.22036283,3.514111
LNCTAM34A,3.1518762,1.707746
LNMICC,2.0745947,1.6978089
LNX1-AS1,-3.4578097,2.8901558
LNX1-AS2,2.2408116,3.277158
LOH12CR2,3.0471096,1.8768059
LOXL1-AS1,5.113795,2.334104
LPGAT1-AS1,-5.0100455,2.8444452
LPP-AS1,-1.9217845,2.5485575
LPP-AS2,4.5537796,1.8967171
LRFN5-DT,2.1457279,3.1179376
LRIG2-DT,3.8895097,3.345217
LRIG3-DT,-3.5022957,4.8814306
LRP1-AS,-2.2913814,3.1958838
LRP2BP-AS1,-0.98581713,3.7284603
LRP4-AS1,1.9028852,2.4428113
LRP8-DT,-0.22343415,3.5638964
LRRC2-AS1,-4.4835362,5.5291233
LRRC3-DT,-2.7484748,4.0281143
LRRC3B-AS1,2.0765564,3.21143
LRRC52-AS1,-3.6489692,3.5391803
LRRC7-AS1,-3.3173957,2.7670834
LRRC8C-DT,4.6899357,2.3605928
LRRC8D-DT,2.4303064,1.847985
LRRK2-DT,1.2518964,1.7271342
LRRTM4-AS1,-3.4982853,2.7720253
LSAMP-AS1,-3.356392,2.6974027
LSINCT5,0.5899213,4.323248
LUADT1,-5.4435196,3.3806882
LUARIS,-1.870808,4.934363
LUCAT1,5.617124,3.032886
LUNAR1,0.37938678,2.2983108
LURAP1L-AS1,-0.10214367,3.827838
LY6E-DT,3.2362926,2.2761497
LY86-AS1,4.312037,3.2914162
LYPLAL1-AS1,3.0523994,4.0991507
LYPLAL1-DT,-1.8041399,6.3213205
LYST-AS1,1.9219449,3.4201643
LZTS1-AS1,-3.9714017,2.6348066
MACC1-AS1,-3.6981485,4.0662775
MACC1-DT,1.164223,2.462334
MACORIS,-3.6620605,3.6042216
MACROD2-AS1,-3.2447727,2.6453683
MACROD2-IT1,-3.788547,3.0563214
MAD2L1-DT,2.877386,2.6771157
MADCAM1-AS1,3.1751873,1.7181848
MADD-AS1,-0.04100432,2.8675776
MAFA-AS1,-1.7970492,4.601226
MAFG-DT,4.2091055,1.6717356
MAFTRR,1.5523787,3.4588041
MAGEA4-AS1,-4.730441,5.423662
MAGEA6-DT,-2.7695005,5.073035
MAGEA8-AS1,-4.688517,5.069845
MAGI1-AS1,-2.0902092,2.5476558
MAGI1-IT1,2.3445857,3.1210513
MAGI2-AS1,-3.1964746,2.6256077
MAGI2-AS2,-5.6163845,3.8584132
MAGI2-AS3,5.6108637,2.6770637
MAGOH-DT,3.005626,1.7536798
MAILR,4.781997,2.3075721
MAL2-AS1,-2.8344631,4.8993735
MALAT1,6.696614,3.0778444
MALINC1,5.111386,2.5416546
MALT1-AS1,2.354438,1.7739675
MAMDC2-AS1,1.3643746,3.2849493
MAN1B1-DT,4.585476,1.9884926
MAN2A1-DT,-0.79596466,4.2118535
MANCR,-2.5140119,4.9833527
MANEA-DT,2.6232462,2.429025
MAP2K5-DT,3.203058,1.8894554
MAP3K14,5.721128,2.1541736
MAP3K14-AS1,5.279338,2.3061323
MAP3K2-DT,4.904142,2.39858
MAP3K20-AS1,1.8594593,2.7597692
MAP3K4-AS1,4.1934557,1.6828697
MAP3K5-AS1,-0.6112433,2.3857775
MAP3K5-AS2,0.6041195,1.4656957
MAP3K9-DT,5.1257176,2.5561678
MAP4K1-AS1,-6.046581,5.7292566
MAP4K3-DT,5.82862,3.0560482
MAP7-AS1,3.0706785,4.5127163
MAP9-AS1,1.8830718,3.8167915
MAPK10-AS1,-3.009684,2.6026332
MAPK4,2.8078568,2.064511
MAPK6-DT,-0.15324464,3.877642
MAPK8IP3-AS1,-1.8504332,2.9594712
MAPKAPK5-AS1,6.0631337,2.507962
MAPRE3-AS1,0.8685368,4.0306177
MAPT-AS1,2.508637,3.8819888
MAPT-IT1,-2.770633,3.529445
MARCHF10-DT,-1.5797033,3.1542923
MARCHF11-AS1,-3.5289333,3.5534997
MARCHF11-DT,-1.6898749,3.363331
MAST3-AS1,0.98054606,2.1993678
MAST4-AS1,1.084549,2.82933
MAST4-IT1,-4.7311234,3.39113
MATN1-AS1,4.0897164,1.8977952
MBNL1-AS1,4.8410807,2.255123
MBTPS1-DT,2.789474,1.612142
MCCC1-AS1,3.3685722,2.3891556
MCF2L-AS1,0.26860085,3.6215935
MCHR2-AS1,-4.795314,3.178022
MCM3AP-AS1,5.580552,2.3935657
MCM8-AS1,0.5484614,3.0694828
MCPH1-AS1,5.190789,2.8568394
MCPH1-DT,5.313389,2.6188042
MCTP1-AS1,-1.8217431,2.196706
MDC1-AS1,-4.311736,4.279618
MDN1-AS1,-0.99978983,3.541265
MDS2,0.51151216,1.6602635
MECOM-AS1,-3.9915974,4.2727556
MED14OS,3.2214847,1.6538261
MED28-DT,3.2140281,2.808678
MED4-AS1,-1.2409594,2.978587
