Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
merged_WikiPathway_2021_Human.gmt	Genotoxicity pathway WP4286	2/118	7.083620e-01	8.740061e-01	1.005367e+00	3.466507e-01	E2F7;TRIM22
merged_WikiPathway_2021_Human.gmt	Glial Cell Differentiation WP2276	1/13	2.392929e-01	7.597631e-01	5.653986e+00	8.085579e+00	MAPK4
merged_WikiPathway_2021_Human.gmt	Glioblastoma signaling pathways WP2261	5/163	2.521074e-01	7.661470e-01	1.641960e+00	2.262456e+00	MAPK4;FGFR1;MIF-AS1;GAB1;PRKCA
merged_WikiPathway_2021_Human.gmt	Glucocorticoid Receptor Pathway WP2880	3/139	5.557884e-01	8.132062e-01	1.204525e+00	7.074990e-01	NR1I2;RXRA;TGFBR3
merged_WikiPathway_2021_Human.gmt	Glucuronidation WP698	2/51	2.869893e-01	7.673035e-01	2.382017e+00	2.973497e+00	UGT2B15;UGT2B17
merged_WikiPathway_2021_Human.gmt	Glycerolipids and Glycerophospholipids WP4722	2/43	2.250614e-01	7.597631e-01	2.843458e+00	4.240682e+00	AGPAT4;PLD1
merged_WikiPathway_2021_Human.gmt	Glycerophospholipid Biosynthetic Pathway WP2533	1/59	7.118010e-01	8.740061e-01	1.202618e+00	4.088383e-01	GPAT3
merged_WikiPathway_2021_Human.gmt	Glycogen Synthesis and Degradation WP500	1/79	8.112767e-01	9.021397e-01	8.944368e-01	1.870680e-01	MAPK4
merged_WikiPathway_2021_Human.gmt	Glycolysis and Gluconeogenesis WP534	4/88	1.108820e-01	7.333598e-01	2.526627e+00	5.556783e+00	PFKP;SLC2A5;ENO1;TPI1
merged_WikiPathway_2021_Human.gmt	Glycolysis in senescence WP5049	1/21	3.572452e-01	7.827428e-01	3.444823e+00	3.545871e+00	ENO1
merged_WikiPathway_2021_Human.gmt	HIF1A and PPARG regulation of glycolysis WP2456	2/15	3.786935e-02	6.316607e-01	8.765288e+00	2.869416e+01	TPI1;GPAT3
merged_WikiPathway_2021_Human.gmt	Hair Follicle Development: Organogenesis - Part 2 of 3 WP2839	5/63	9.841958e-03	3.420080e-01	4.493392e+00	2.076442e+01	SHH;PDGFA;LRP5;WNT5A;TP63
merged_WikiPathway_2021_Human.gmt	Head and Neck Squamous Cell Carcinoma WP4674	7/145	3.172745e-02	6.316607e-01	2.592136e+00	8.944353e+00	FGFR1;MIF-AS1;NOTCH2;GAB1;GAS6-AS1;TP63;TERT
merged_WikiPathway_2021_Human.gmt	Heart Development WP1591	6/87	9.440881e-03	3.420080e-01	3.821178e+00	1.781703e+01	NFATC4;SHH;MIF-AS1;MEF2C;FOXC1;NFATC2
merged_WikiPathway_2021_Human.gmt	Hedgehog Signaling Pathway Netpath WP47	1/31	4.794056e-01	7.983498e-01	2.313080e+00	1.700596e+00	SHH
merged_WikiPathway_2021_Human.gmt	Hedgehog Signaling Pathway WP4249	3/87	2.713254e-01	7.661470e-01	1.955907e+00	2.551356e+00	SHH;GRK3;MIF-AS1
merged_WikiPathway_2021_Human.gmt	Hematopoietic Stem Cell Differentiation WP2849	6/109	2.608518e-02	6.043066e-01	3.002352e+00	1.094774e+01	IRF5;THRB;MXI1;VAV1;NFATC2;MYB
merged_WikiPathway_2021_Human.gmt	Hepatitis B infection WP4666	15/303	1.656630e-03	1.727036e-01	2.634190e+00	1.686664e+01	IKBKB;CREB3;NFATC4;MIF-AS1;LINC01058;STAT1;SOS1;PIK3R3;SMAD3;PTK2B;EGR3;STAT2;NFATC2;PRKCA;TLR2
merged_WikiPathway_2021_Human.gmt	Hepatitis C and Hepatocellular Carcinoma WP3646	3/97	3.283115e-01	7.827428e-01	1.747190e+00	1.946006e+00	SMAD3;SOS1;RRM2
merged_WikiPathway_2021_Human.gmt	Hippo-Merlin Signaling Dysregulation WP4541	6/237	3.716578e-01	7.827428e-01	1.325149e+00	1.311609e+00	MAPK4;FGFR1;MIF-AS1;INSR;ITGB5;FLNB-AS1
merged_WikiPathway_2021_Human.gmt	Hippo-Yap signaling pathway WP4537	1/44	6.043096e-01	8.342963e-01	1.619725e+00	8.158048e-01	MINK1
merged_WikiPathway_2021_Human.gmt	Histone Modifications WP2369	3/129	5.052831e-01	7.983498e-01	1.301046e+00	8.881416e-01	KCNQ1OT1;SMYD3;SETD3
merged_WikiPathway_2021_Human.gmt	Homologous recombination WP186	1/25	4.092037e-01	7.827428e-01	2.881262e+00	2.574529e+00	MIF-AS1
merged_WikiPathway_2021_Human.gmt	Host-pathogen interaction of human coronaviruses - interferon induction WP4880	3/65	1.530031e-01	7.333598e-01	2.650184e+00	4.975181e+00	IKBKB;STAT2;STAT1
merged_WikiPathway_2021_Human.gmt	Hypothesized Pathways in Pathogenesis of Cardiovascular Disease WP3668	2/48	2.637401e-01	7.661470e-01	2.536451e+00	3.380560e+00	TGFBR3;ENG
merged_WikiPathway_2021_Human.gmt	Hypothetical Craniofacial Development Pathway WP3655	1/13	2.392929e-01	7.597631e-01	5.653986e+00	8.085579e+00	TP63
merged_WikiPathway_2021_Human.gmt	ID signaling pathway WP53	1/31	4.794056e-01	7.983498e-01	2.313080e+00	1.700596e+00	PAX5
merged_WikiPathway_2021_Human.gmt	IL-1 signaling pathway WP195	1/108	8.980062e-01	9.384072e-01	6.512604e-01	7.006148e-02	IKBKB
merged_WikiPathway_2021_Human.gmt	IL-10 Anti-inflammatory Signaling Pathway  WP4495	3/23	1.157283e-02	3.712208e-01	8.113572e+00	3.617919e+01	DUSP5-DT;STAT2;STAT1
merged_WikiPathway_2021_Human.gmt	IL-18 signaling pathway WP4754	15/540	1.555691e-01	7.371855e-01	1.411308e+00	2.625971e+00	CLLU1-AS1;IKBKB;NFATC4;PLD1;KCNJ2-AS1;HADH;NPPA;SLC4A7;CD44-DT;ENO1;GAS6-AS1;CENPB;FBXW7;HDGF;PRKCA
merged_WikiPathway_2021_Human.gmt	IL-2 signaling pathway WP49	3/83	2.488227e-01	7.661470e-01	2.053913e+00	2.857023e+00	PTK2B;SOS1;STAT1
merged_WikiPathway_2021_Human.gmt	IL-3 signaling pathway WP286	3/97	3.283115e-01	7.827428e-01	1.747190e+00	1.946006e+00	SOS1;PTPN6;VAV1
merged_WikiPathway_2021_Human.gmt	IL-4 signaling pathway WP395	4/107	1.833965e-01	7.506799e-01	2.058896e+00	3.492104e+00	IKBKB;SOS1;PTPN6;STAT1
merged_WikiPathway_2021_Human.gmt	IL-5 signaling pathway WP127	2/79	4.920072e-01	7.983498e-01	1.517187e+00	1.076083e+00	SOS1;STAT1
merged_WikiPathway_2021_Human.gmt	IL-6 signaling pathway WP364	4/85	1.008573e-01	7.333598e-01	2.620415e+00	6.011361e+00	SOS1;GAB1;VAV1;STAT1
merged_WikiPathway_2021_Human.gmt	IL-7 signaling pathway WP205	2/49	2.714933e-01	7.661470e-01	2.482805e+00	3.237126e+00	PTK2B;STAT1
merged_WikiPathway_2021_Human.gmt	IL-9 signaling pathway WP22	1/33	5.009092e-01	7.983498e-01	2.170307e+00	1.500399e+00	STAT1
merged_WikiPathway_2021_Human.gmt	IL1 and megakaryocytes in obesity WP2865	1/47	6.286023e-01	8.455715e-01	1.514776e+00	7.032443e-01	TLR2
merged_WikiPathway_2021_Human.gmt	IL17 signaling pathway WP2112	2/62	3.710130e-01	7.827428e-01	1.946794e+00	1.930281e+00	IKBKB;IL17RB
merged_WikiPathway_2021_Human.gmt	Immune response to tuberculosis WP4197	2/45	2.405005e-01	7.597631e-01	2.712186e+00	3.864955e+00	STAT2;STAT1
merged_WikiPathway_2021_Human.gmt	Inflammatory Response Pathway WP453	2/59	3.484009e-01	7.827428e-01	2.048977e+00	2.160444e+00	MIR155HG;ZAP70
merged_WikiPathway_2021_Human.gmt	Initiation of transcription and translation elongation at the HIV-1 LTR WP3414	2/63	3.784827e-01	7.827428e-01	1.914948e+00	1.860535e+00	NFATC4;NFATC2
merged_WikiPathway_2021_Human.gmt	Insulin Signaling WP481	10/317	1.253712e-01	7.333598e-01	1.630301e+00	3.385281e+00	MAPK4;IKBKB;MIF-AS1;INSR;SOS1;GAB1;PIK3R3;GAS6-AS1;MINK1;PRKCA
merged_WikiPathway_2021_Human.gmt	Integrated Cancer Pathway WP1971	2/87	5.437202e-01	7.983498e-01	1.374132e+00	8.372868e-01	CHEK2;STAT1
merged_WikiPathway_2021_Human.gmt	Integrated breast cancer pathway WP1984	5/303	7.606654e-01	8.885083e-01	8.596068e-01	2.351555e-01	MIF-AS1;STAT1;MAX;GAS6-AS1;CHEK2
merged_WikiPathway_2021_Human.gmt	Integrin-mediated Cell Adhesion WP185	5/200	4.032579e-01	7.827428e-01	1.326260e+00	1.204481e+00	MAPK4;SOS1;ITGB5;GAS6-AS1;CAV1
merged_WikiPathway_2021_Human.gmt	Interactome of polycomb repressive complex 2 (PRC2)  WP2916	1/31	4.794056e-01	7.983498e-01	2.313080e+00	1.700596e+00	MORC3
merged_WikiPathway_2021_Human.gmt	Interferon type I signaling pathways WP585	5/107	7.229310e-02	7.333598e-01	2.553305e+00	6.707601e+00	STAT1;PTPN6;VAV1;STAT2;ZAP70
merged_WikiPathway_2021_Human.gmt	Interleukin-11 Signaling Pathway WP2332	2/87	5.437202e-01	7.983498e-01	1.374132e+00	8.372868e-01	IKBKB;STAT1
merged_WikiPathway_2021_Human.gmt	Intracellular trafficking proteins involved in CMT neuropathy WP4856	1/53	6.728235e-01	8.613725e-01	1.340859e+00	5.313452e-01	MAPK4
merged_WikiPathway_2021_Human.gmt	Joubert Syndrome WP4656	3/151	6.121726e-01	8.342963e-01	1.105859e+00	5.426902e-01	RUNDC3A-AS1;KCNQ1OT1;SHH
merged_WikiPathway_2021_Human.gmt	Kallmann's Syndrome WP5074	3/47	7.391609e-02	7.333598e-01	3.728830e+00	9.712949e+00	MAPK4;PLXND1;FGFR1
merged_WikiPathway_2021_Human.gmt	Kisspeptin/kisspeptin receptor system in the ovary WP4871	1/77	8.031078e-01	9.021397e-01	9.180036e-01	2.012873e-01	PRKCA
merged_WikiPathway_2021_Human.gmt	Kit receptor signaling pathway WP304	6/117	3.521684e-02	6.316607e-01	2.784711e+00	9.318285e+00	STAT1;SOS1;PTPN6;SOCS6;VAV1;PRKCA
merged_WikiPathway_2021_Human.gmt	LDLRAD4 and what we know about it WP4904	1/13	2.392929e-01	7.597631e-01	5.653986e+00	8.085579e+00	OLMALINC
merged_WikiPathway_2021_Human.gmt	LTF danger signal response pathway WP4478	1/37	5.412999e-01	7.983498e-01	1.931698e+00	1.185641e+00	TLR2
merged_WikiPathway_2021_Human.gmt	Leptin Insulin Overlap WP3935	1/33	5.009092e-01	7.983498e-01	2.170307e+00	1.500399e+00	PIK3R3
merged_WikiPathway_2021_Human.gmt	Leptin signaling pathway WP2034	3/151	6.121726e-01	8.342963e-01	1.105859e+00	5.426902e-01	IKBKB;SOS1;STAT1
merged_WikiPathway_2021_Human.gmt	Lipid Metabolism Pathway WP3965	1/57	6.993513e-01	8.731422e-01	1.245436e+00	4.453705e-01	MIF-AS1
merged_WikiPathway_2021_Human.gmt	Liver X receptor pathway WP2874	1/19	3.295849e-01	7.827428e-01	3.817993e+00	4.237671e+00	RXRA
merged_WikiPathway_2021_Human.gmt	LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258	6/186	1.915143e-01	7.518193e-01	1.708335e+00	2.823524e+00	MIF-AS1;LRP5;TCF7;PRDM16-DT;WNT5A;FZD2
merged_WikiPathway_2021_Human.gmt	Lung fibrosis WP3624	2/124	7.338376e-01	8.740061e-01	9.555513e-01	2.957121e-01	TERT;PDGFA
merged_WikiPathway_2021_Human.gmt	MAPK Cascade WP422	1/65	7.461539e-01	8.740061e-01	1.090096e+00	3.192056e-01	SOS1
merged_WikiPathway_2021_Human.gmt	MAPK Signaling Pathway WP382	11/489	4.394833e-01	7.983498e-01	1.132980e+00	9.314856e-01	MAPK4;IKBKB;FGFR1;MIF-AS1;PDGFA;DUSP4;MEF2C;SOS1;MAX;FLNB;PRKCA
merged_WikiPathway_2021_Human.gmt	MAPK pathway in congenital thyroid cancer WP4928	1/31	4.794056e-01	7.983498e-01	2.313080e+00	1.700596e+00	SOS1
merged_WikiPathway_2021_Human.gmt	MECP2 and Associated Rett Syndrome WP3584	4/143	3.471191e-01	7.827428e-01	1.522077e+00	1.610491e+00	MAPK4;MIR9-3HG;MIF-AS1;MEF2C
merged_WikiPathway_2021_Human.gmt	MET in type 1 papillary renal cell carcinoma WP4205	3/117	4.410630e-01	7.983498e-01	1.439127e+00	1.178022e+00	SOS1;GAB1;PIK3R3
merged_WikiPathway_2021_Human.gmt	MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement WP4560	1/35	5.215286e-01	7.983498e-01	2.044086e+00	1.330682e+00	MYLK
merged_WikiPathway_2021_Human.gmt	MTHFR deficiency WP4288	1/48	6.363654e-01	8.478094e-01	1.482738e+00	6.701716e-01	CHDH
merged_WikiPathway_2021_Human.gmt	Major receptors targeted by epinephrine and norepinephrine WP4589	2/29	1.214270e-01	7.333598e-01	4.296998e+00	9.059973e+00	ADCY9;MAPK4
merged_WikiPathway_2021_Human.gmt	Male infertility WP4673	5/286	7.148118e-01	8.740061e-01	9.130970e-01	3.065595e-01	INSR;PIWIL4;PON2;KLK2;CXXC1
merged_WikiPathway_2021_Human.gmt	Mammary gland development pathway - Embryonic development (Stage 1 of 4) WP2813	1/29	4.569800e-01	7.983498e-01	2.475893e+00	1.938910e+00	TERT
merged_WikiPathway_2021_Human.gmt	Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4) WP2817	2/63	3.784827e-01	7.827428e-01	1.914948e+00	1.860535e+00	CAV1;MIF-AS1
merged_WikiPathway_2021_Human.gmt	Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms WP4534	1/92	8.567424e-01	9.191494e-01	7.663648e-01	1.184938e-01	ITGB5
merged_WikiPathway_2021_Human.gmt	Melanoma WP4685	4/135	3.092813e-01	7.722772e-01	1.615970e+00	1.896347e+00	E2F3;SOS1;MIF-AS1;PIK3R3
merged_WikiPathway_2021_Human.gmt	Melatonin metabolism and effects WP3298	2/73	4.508943e-01	7.983498e-01	1.645486e+00	1.310666e+00	CRY1;PRKCA
merged_WikiPathway_2021_Human.gmt	Mesodermal commitment pathway WP2857	7/290	3.992411e-01	7.827428e-01	1.247954e+00	1.145859e+00	MAPK4;FGFR1;MIF-AS1;FOXC1;SMAD3;FIRRE;AHDC1
merged_WikiPathway_2021_Human.gmt	Metabolic pathway of LDL, HDL and TG, including diseases WP4522	1/31	4.794056e-01	7.983498e-01	2.313080e+00	1.700596e+00	LPL
merged_WikiPathway_2021_Human.gmt	Metabolic reprogramming in colon cancer WP4290	2/83	5.183224e-01	7.983498e-01	1.442149e+00	9.477193e-01	ENO1;TALDO1
merged_WikiPathway_2021_Human.gmt	Metabolism of Spingolipids in ER and Golgi apparatus WP4142	1/39	5.602578e-01	8.168794e-01	1.830987e+00	1.060797e+00	MAPK4
merged_WikiPathway_2021_Human.gmt	Metapathway biotransformation Phase I and II WP702	4/364	9.483759e-01	9.645677e-01	5.759436e-01	3.052748e-02	UGT2B15;UGT2B17;CHST7;HSD17B3-AS1
merged_WikiPathway_2021_Human.gmt	Metastatic brain tumor WP2249	1/11	2.065829e-01	7.597631e-01	6.732268e+00	1.061715e+01	E2F3
merged_WikiPathway_2021_Human.gmt	Methionine De Novo and Salvage Pathway WP3580	2/43	2.250614e-01	7.597631e-01	2.843458e+00	4.240682e+00	MSRB2;CHDH
merged_WikiPathway_2021_Human.gmt	MicroRNAs in cardiomyocyte hypertrophy WP1544	11/165	6.544163e-04	1.364458e-01	3.626866e+00	2.659134e+01	MAPK4;IKBKB;NFATC4;MIF-AS1;LRP5;MYLK;NPPA;PIK3R3;WNT5A;FZD2;RCAN1
merged_WikiPathway_2021_Human.gmt	Microglia Pathogen Phagocytosis Pathway WP3937	4/79	8.215955e-02	7.333598e-01	2.830351e+00	7.073308e+00	CYBB;PTPN6;PIK3R3;VAV1
merged_WikiPathway_2021_Human.gmt	Mitochondrial CIV Assembly WP4922	1/69	7.667593e-01	8.906369e-01	1.026032e+00	2.724961e-01	MIR4458HG
merged_WikiPathway_2021_Human.gmt	Mitochondrial LC-Fatty Acid Beta-Oxidation WP368	2/33	1.498236e-01	7.333598e-01	3.749861e+00	7.118347e+00	HADH;ECI1
merged_WikiPathway_2021_Human.gmt	Mitochondrial complex I assembly model OXPHOS system WP4324	2/111	6.761159e-01	8.613725e-01	1.070386e+00	4.189392e-01	FGF14-AS2;MIR4458HG
merged_WikiPathway_2021_Human.gmt	Mitochondrial complex III assembly WP4921	1/31	4.794056e-01	7.983498e-01	2.313080e+00	1.700596e+00	MIR4458HG
merged_WikiPathway_2021_Human.gmt	Mitochondrial fatty acid synthesis pathway WP4317	1/9	1.724732e-01	7.415357e-01	8.317976e+00	1.461895e+01	FGF14-AS2
merged_WikiPathway_2021_Human.gmt	Modulators of TCR signaling and T cell activation WP5072	5/120	1.051004e-01	7.333598e-01	2.262979e+00	5.098129e+00	IKBKB;PTPN6;VAV1;DGKA;ZAP70
merged_WikiPathway_2021_Human.gmt	Monoamine GPCRs WP58	1/65	7.461539e-01	8.740061e-01	1.090096e+00	3.192056e-01	DRD4
merged_WikiPathway_2021_Human.gmt	Monoamine Transport WP727	1/63	7.351816e-01	8.740061e-01	1.125203e+00	3.461548e-01	MAPK4
merged_WikiPathway_2021_Human.gmt	Myometrial relaxation and contraction pathways WP289	5/311	7.802474e-01	8.976345e-01	8.364881e-01	2.075698e-01	MAPK4;CREB3;GNB4;ADCY9;PRKCA
merged_WikiPathway_2021_Human.gmt	NO/cGMP/PKG mediated Neuroprotection WP4008	1/93	8.597500e-01	9.191494e-01	7.580042e-01	1.145448e-01	NPPA
merged_WikiPathway_2021_Human.gmt	NRF2 pathway WP2884	6/290	5.638462e-01	8.192470e-01	1.072505e+00	6.145172e-01	CRYZL2P-SEC16B;RXRA;SLC2A5;TXNRD3;SLC39A14;PPARD
merged_WikiPathway_2021_Human.gmt	NRF2-ARE regulation WP4357	2/45	2.405005e-01	7.597631e-01	2.712186e+00	3.864955e+00	INSR;PRKCA
merged_WikiPathway_2021_Human.gmt	Nanoparticle triggered autophagic cell death WP2509	1/45	6.125780e-01	8.342963e-01	1.583170e+00	7.758783e-01	INSR
merged_WikiPathway_2021_Human.gmt	Nanoparticle-mediated activation of receptor signaling WP2643	1/55	6.863664e-01	8.620928e-01	1.291397e+00	4.860089e-01	SOS1
merged_WikiPathway_2021_Human.gmt	Neovascularisation processes WP4331	1/73	7.856992e-01	8.976345e-01	9.690379e-01	2.337137e-01	SMAD3
merged_WikiPathway_2021_Human.gmt	Nephrogenesis WP5052	1/33	5.009092e-01	7.983498e-01	2.170307e+00	1.500399e+00	NOTCH2
merged_WikiPathway_2021_Human.gmt	Nephrotic syndrome WP4758	1/88	8.440565e-01	9.191494e-01	8.017183e-01	1.359200e-01	E2F3
merged_WikiPathway_2021_Human.gmt	Netrin-UNC5B signaling pathway WP4747	3/102	3.568686e-01	7.827428e-01	1.658563e+00	1.708963e+00	MAPK4;PTK2B;PRKCA
merged_WikiPathway_2021_Human.gmt	Neural Crest Cell Migration during Development WP4564	1/79	8.112767e-01	9.021397e-01	8.944368e-01	1.870680e-01	PIK3R3
merged_WikiPathway_2021_Human.gmt	Neural Crest Cell Migration in Cancer WP4565	2/85	5.311378e-01	7.983498e-01	1.407326e+00	8.904627e-01	MAPK4;PIK3R3
merged_WikiPathway_2021_Human.gmt	Neural Crest Differentiation WP2064	7/201	1.262829e-01	7.333598e-01	1.835457e+00	3.797984e+00	MSX1;FGFR1;MIF-AS1;NOTCH2;HDAC6;HOXA1;MYB
merged_WikiPathway_2021_Human.gmt	Nicotine Activity on Dopaminergic Neurons WP1602	2/41	2.097030e-01	7.597631e-01	2.988024e+00	4.667482e+00	KCNK9;DRD4
merged_WikiPathway_2021_Human.gmt	Non-genomic actions of 1,25 dihydroxyvitamin D3 WP4341	9/141	2.700736e-03	2.069709e-01	3.467376e+00	2.050686e+01	IKBKB;VDR;STAT1;RXRA;NOD2;CAV1;STAT2;PRKCA;TLR2
merged_WikiPathway_2021_Human.gmt	Non-homologous end joining WP438	1/19	3.295849e-01	7.827428e-01	3.817993e+00	4.237671e+00	FIRRE
merged_WikiPathway_2021_Human.gmt	Non-small cell lung cancer WP4255	5/143	1.775888e-01	7.479801e-01	1.882839e+00	3.254081e+00	SOS1;PIK3R3;RXRA;E2F3;PRKCA
merged_WikiPathway_2021_Human.gmt	Nonalcoholic fatty liver disease WP4396	6/309	6.260309e-01	8.455715e-01	1.003421e+00	4.699577e-01	IKBKB;MIR4458HG;INSR;PIK3R3;RXRA;ZFP28-DT
merged_WikiPathway_2021_Human.gmt	Notch Signaling Pathway Netpath WP61	3/121	4.628552e-01	7.983498e-01	1.389993e+00	1.070768e+00	FBXW7;NOTCH2;MIF-AS1
merged_WikiPathway_2021_Human.gmt	Notch Signaling WP268	1/89	8.473291e-01	9.191494e-01	7.925803e-01	1.313037e-01	NOTCH2
merged_WikiPathway_2021_Human.gmt	Novel intracellular components of RIG-I-like receptor (RLR) pathway WP3865	1/118	9.175406e-01	9.476365e-01	5.952388e-01	5.122534e-02	IKBKB
merged_WikiPathway_2021_Human.gmt	Nuclear Receptors Meta-Pathway WP2882	12/636	6.793404e-01	8.613725e-01	9.338675e-01	3.610640e-01	LINC02924;CRYZL2P-SEC16B;NR1I2;RXRA;TGFBR3;SLC2A5;TXNRD3;LINC02532;HSD17B3-AS1;SLC39A14;VDR;PPARD
merged_WikiPathway_2021_Human.gmt	Nuclear Receptors in Lipid Metabolism and Toxicity WP299	2/65	3.933094e-01	7.827428e-01	1.854266e+00	1.730325e+00	NR1I2;PPARD
merged_WikiPathway_2021_Human.gmt	Nuclear receptors WP170	5/75	1.980880e-02	5.162668e-01	3.724112e+00	1.460459e+01	THRB;RXRA;NR1I2;VDR;PPARD
merged_WikiPathway_2021_Human.gmt	Nucleotide Excision Repair WP4753	1/87	8.407141e-01	9.191494e-01	8.110675e-01	1.407232e-01	MIF-AS1
merged_WikiPathway_2021_Human.gmt	Nucleotide metabolism WP404	1/36	5.315180e-01	7.983498e-01	1.986309e+00	1.255384e+00	RRM2
merged_WikiPathway_2021_Human.gmt	Nucleotide-binding Oligomerization Domain (NOD) pathway WP1433	4/81	8.818599e-02	7.333598e-01	2.756760e+00	6.694261e+00	IKBKB;ACAP1;NOD2;NOD1
merged_WikiPathway_2021_Human.gmt	Oligodendrocyte specification and differentiation, leading to myelin components for CNS WP4304	2/59	3.484009e-01	7.827428e-01	2.048977e+00	2.160444e+00	MAPK4;SHH
merged_WikiPathway_2021_Human.gmt	Omega-9 FA synthesis WP4724	1/27	4.335930e-01	7.983498e-01	2.663280e+00	2.225567e+00	MAPK4
merged_WikiPathway_2021_Human.gmt	Oncostatin M Signaling Pathway WP2374	4/128	2.765483e-01	7.673035e-01	1.708024e+00	2.195442e+00	PTK2B;SOS1;PRKCA;STAT1
merged_WikiPathway_2021_Human.gmt	One-carbon metabolism WP241	2/59	3.484009e-01	7.827428e-01	2.048977e+00	2.160444e+00	CRYZL2P-SEC16B;CHDH
merged_WikiPathway_2021_Human.gmt	One-carbon metabolism and related pathways WP3940	7/102	5.324984e-03	2.467243e-01	3.775472e+00	1.976590e+01	PLD1;CRYZL2P-SEC16B;SOD1;CHDH;LINC02532;GAD2;BCAT1
merged_WikiPathway_2021_Human.gmt	Osteoblast differentiation WP4787	9/235	5.698848e-02	7.333598e-01	2.009284e+00	5.756411e+00	MAPK4;FGFR1;MIF-AS1;LRP5;STAT1;NOTCH2;PIK3R3;FZD2;PRKCA
merged_WikiPathway_2021_Human.gmt	Osteopontin Signaling WP1434	1/24	3.966198e-01	7.827428e-01	3.004166e+00	2.778184e+00	IKBKB
merged_WikiPathway_2021_Human.gmt	Ovarian infertility WP34	1/63	7.351816e-01	8.740061e-01	1.125203e+00	3.461548e-01	VDR
merged_WikiPathway_2021_Human.gmt	Overview of interferons-mediated signaling pathway WP4558	3/73	1.941672e-01	7.518193e-01	2.347584e+00	3.847775e+00	STAT2;PRKCA;STAT1
merged_WikiPathway_2021_Human.gmt	Overview of leukocyte-intrinsic Hippo pathway functions WP4542	2/68	4.152440e-01	7.906701e-01	1.770087e+00	1.555710e+00	LPL;CD19
merged_WikiPathway_2021_Human.gmt	Oxidation by Cytochrome P450 WP43	1/121	9.226389e-01	9.476365e-01	5.802455e-01	4.671980e-02	CRYZL2P-SEC16B
merged_WikiPathway_2021_Human.gmt	Oxidative Stress WP408	2/65	3.933094e-01	7.827428e-01	1.854266e+00	1.730325e+00	CYBB;SOD1
merged_WikiPathway_2021_Human.gmt	Oxidative phosphorylation WP623	3/119	4.520030e-01	7.983498e-01	1.414138e+00	1.122920e+00	ZFP28-DT;FGF14-AS2;MIR4458HG
merged_WikiPathway_2021_Human.gmt	Oxysterols derived from cholesterol WP4545	2/91	5.681767e-01	8.198259e-01	1.312195e+00	7.418137e-01	NR1I2;GPR183
merged_WikiPathway_2021_Human.gmt	PDGF Pathway WP2526	4/79	8.215955e-02	7.333598e-01	2.830351e+00	7.073308e+00	SOS1;PDGFA;VAV1;STAT1
merged_WikiPathway_2021_Human.gmt	PDGFR-beta pathway WP3972	3/57	1.151383e-01	7.333598e-01	3.041619e+00	6.574827e+00	SOS1;PRKCA;STAT1
merged_WikiPathway_2021_Human.gmt	PI3K-AKT-mTOR signaling pathway and therapeutic opportunities WP3844	1/59	7.118010e-01	8.740061e-01	1.202618e+00	4.088383e-01	PIK3R3
merged_WikiPathway_2021_Human.gmt	PI3K-Akt signaling pathway WP4172	15/678	4.413234e-01	7.983498e-01	1.101694e+00	9.011607e-01	IKBKB;CREB3;FGFR1;MIF-AS1;PDGFA;GNB4;INSR;SOS1;PIK3R3;ITGB5;CD19;HSD17B3-AS1;MYB;PRKCA;TLR2
merged_WikiPathway_2021_Human.gmt	PI3K/AKT/mTOR - VitD3 signaling WP4141	2/43	2.250614e-01	7.597631e-01	2.843458e+00	4.240682e+00	RXRA;VDR
merged_WikiPathway_2021_Human.gmt	PKC-gamma calcium signaling pathway in ataxia WP4760	1/43	5.958656e-01	8.338119e-01	1.658001e+00	8.584137e-01	MAPK4
merged_WikiPathway_2021_Human.gmt	PPAR signaling pathway WP3942	4/133	2.998801e-01	7.673035e-01	1.641255e+00	1.976683e+00	CRYZL2P-SEC16B;RXRA;LPL;PPARD
merged_WikiPathway_2021_Human.gmt	PPAR-alpha pathway WP2878	1/51	6.586986e-01	8.613725e-01	1.394239e+00	5.820799e-01	RXRA
merged_WikiPathway_2021_Human.gmt	Pancreatic adenocarcinoma pathway WP4263	7/177	7.644086e-02	7.333598e-01	2.098884e+00	5.396730e+00	IKBKB;PLD1;MIF-AS1;STAT1;PIK3R3;SMAD3;E2F3
merged_WikiPathway_2021_Human.gmt	Parkin-Ubiquitin Proteasomal System pathway WP2359	1/138	9.461360e-01	9.645677e-01	5.076414e-01	2.810760e-02	FBXW7
merged_WikiPathway_2021_Human.gmt	Parkinson's disease pathway WP2371	1/73	7.856992e-01	8.976345e-01	9.690379e-01	2.337137e-01	MIF-AS1
merged_WikiPathway_2021_Human.gmt	Pathogenesis of SARS-CoV-2 Mediated by nsp9-nsp10 Complex WP4884	1/41	5.784357e-01	8.260538e-01	1.740223e+00	9.526464e-01	ZAP70
merged_WikiPathway_2021_Human.gmt	Pathogenic Escherichia coli infection WP2272	1/109	9.001508e-01	9.384072e-01	6.451935e-01	6.786981e-02	PRKCA
