Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
merged_KEGG_2021_Human.gmt	Cytosolic DNA-sensing pathway	1/125	8.875977e-01	9.524606e-01	6.810911e-01	8.121106e-02	IKBKB
merged_KEGG_2021_Human.gmt	D-Glutamine and D-glutamate metabolism	1/9	1.449473e-01	4.443987e-01	1.007608e+01	1.946080e+01	ZNF667-AS1
merged_KEGG_2021_Human.gmt	Diabetic cardiomyopathy	9/405	2.652045e-01	5.691697e-01	1.376430e+00	1.826872e+00	CYBB;MIR4458HG;INSR;PPM1L-DT;PIK3R3;SMAD3;FGF14-AS2;ZFP28-DT;PRKCA
merged_KEGG_2021_Human.gmt	Dilated cardiomyopathy	3/191	6.436050e-01	8.162081e-01	1.054138e+00	4.645270e-01	ADCY9;ITGB5;MAPK4
merged_KEGG_2021_Human.gmt	Dopaminergic synapse	6/263	3.013905e-01	5.995109e-01	1.445921e+00	1.734163e+00	MAPK4;CREB3;KRTAP5-AS1;GNB4;DRD4;PRKCA
merged_KEGG_2021_Human.gmt	Drug metabolism	6/215	1.675979e-01	4.826891e-01	1.784671e+00	3.187756e+00	UGT2B15;DPYD;CRYZL2P-SEC16B;UGT2B17;RRM2;LINC02532
merged_KEGG_2021_Human.gmt	ECM-receptor interaction	1/175	9.534164e-01	9.912213e-01	4.838344e-01	2.308063e-02	ITGB5
merged_KEGG_2021_Human.gmt	Endocrine and other factor-regulated calcium reabsorption	6/105	9.576030e-03	1.500957e-01	3.793693e+00	1.763495e+01	KLK1;MAPK4;VDR;ADCY9;PRKCA;KLK2
merged_KEGG_2021_Human.gmt	Endocytosis	9/503	5.033096e-01	7.435010e-01	1.094068e+00	7.511320e-01	MAPK4;PLD1;ZFYVE9;GRK3;PRDM16-DT;SMAD3;ACAP1;GAS6-AS1;CAV1
merged_KEGG_2021_Human.gmt	Endometrial cancer	3/115	3.186071e-01	6.130441e-01	1.777942e+00	2.033604e+00	TCF7;SOS1;PIK3R3
merged_KEGG_2021_Human.gmt	Epithelial cell signaling in Helicobacter pylori infection	2/138	6.914753e-01	8.376629e-01	1.039366e+00	3.834510e-01	IKBKB;NOD1
merged_KEGG_2021_Human.gmt	Epstein-Barr virus infection	8/402	3.907677e-01	6.988731e-01	1.231737e+00	1.157392e+00	IKBKB;LINC01058;STAT1;PIK3R3;CD19;E2F3;STAT2;TLR2
merged_KEGG_2021_Human.gmt	ErbB signaling pathway	6/169	7.235923e-02	3.442807e-01	2.295946e+00	6.029413e+00	MAPK4;MIF-AS1;SOS1;GAB1;PIK3R3;PRKCA
merged_KEGG_2021_Human.gmt	Estrogen signaling pathway	5/273	5.093700e-01	7.436277e-01	1.166372e+00	7.868117e-01	MAPK4;CREB3;ADCY9;SOS1;PIK3R3
merged_KEGG_2021_Human.gmt	Ether lipid metabolism	2/97	5.008712e-01	7.435010e-01	1.490860e+00	1.030790e+00	PLA2G2D;PLD1
merged_KEGG_2021_Human.gmt	Fanconi anemia pathway	3/107	2.808672e-01	5.833448e-01	1.915376e+00	2.432285e+00	RUNDC3A-AS1;FIRRE;MIF-AS1
merged_KEGG_2021_Human.gmt	Fat digestion and absorption	2/85	4.325286e-01	7.047774e-01	1.706881e+00	1.430549e+00	CRYZL2P-SEC16B;PLA2G2D
merged_KEGG_2021_Human.gmt	Fatty acid degradation	6/85	3.450511e-03	7.240577e-02	4.756277e+00	2.696445e+01	CRYZL2P-SEC16B;ALDH1B1;HADH;ECI1;ACADSB;LINC02532
merged_KEGG_2021_Human.gmt	Fatty acid elongation	1/53	6.030243e-01	8.011609e-01	1.625218e+00	8.220318e-01	HADH
merged_KEGG_2021_Human.gmt	Fc epsilon RI signaling pathway	4/135	2.042996e-01	4.999964e-01	1.962119e+00	3.116173e+00	PIK3R3;SOS1;VAV1;PRKCA
merged_KEGG_2021_Human.gmt	Fc gamma R-mediated phagocytosis	5/193	2.403730e-01	5.512848e-01	1.673026e+00	2.385004e+00	PLD1;PIK3R3;VAV1;GAS6-AS1;PRKCA
merged_KEGG_2021_Human.gmt	Ferroptosis	4/81	5.116927e-02	3.081442e-01	3.344833e+00	9.942905e+00	CYBB;SAT2;SLC39A14;CCR5AS
merged_KEGG_2021_Human.gmt	Fluid shear stress and atherosclerosis	6/277	3.439910e-01	6.398232e-01	1.369681e+00	1.461641e+00	IKBKB;PDGFA;MIF-AS1;MEF2C;PIK3R3;CAV1
merged_KEGG_2021_Human.gmt	Focal adhesion	14/401	9.683595e-03	1.500957e-01	2.207547e+00	1.023710e+01	MAPK4;MIF-AS1;PDGFA;SOS1;MYLK;VAV1;PIK3R3;FLNB;PRDM16-DT;ITGB5;FLNB-AS1;GAS6-AS1;CAV1;PRKCA
merged_KEGG_2021_Human.gmt	FoxO signaling pathway	6/261	2.953839e-01	5.935793e-01	1.457494e+00	1.777384e+00	IKBKB;MIF-AS1;INSR;SOS1;PIK3R3;SMAD3
merged_KEGG_2021_Human.gmt	Fructose and mannose metabolism	3/65	1.017236e-01	3.685829e-01	3.214123e+00	7.345866e+00	PFKP;MIR210HG;TPI1
merged_KEGG_2021_Human.gmt	GABAergic synapse	5/177	1.908773e-01	4.911353e-01	1.830749e+00	3.031948e+00	MAPK4;GNB4;ADCY9;GAD2;PRKCA
merged_KEGG_2021_Human.gmt	Galactose metabolism	2/61	2.834833e-01	5.833448e-01	2.400326e+00	3.025856e+00	CRYZL2P-SEC16B;PFKP
merged_KEGG_2021_Human.gmt	Gap junction	5/175	1.849663e-01	4.911353e-01	1.852546e+00	3.126322e+00	MAPK4;PDGFA;ADCY9;SOS1;PRKCA
merged_KEGG_2021_Human.gmt	Gastric acid secretion	6/151	4.665696e-02	2.958475e-01	2.584012e+00	7.919823e+00	MAPK4;KCNJ2;ADCY9;MYLK;PRDM16-DT;PRKCA
merged_KEGG_2021_Human.gmt	Gastric cancer	13/297	1.927830e-03	5.378645e-02	2.810248e+00	1.756787e+01	SHH;MIF-AS1;LRP5;TCF7;SOS1;GAB1;PIK3R3;SMAD3;RXRA;WNT5A;FZD2;E2F3;TERT
merged_KEGG_2021_Human.gmt	Glioma	7/149	1.467450e-02	1.823738e-01	3.060453e+00	1.292014e+01	MAPK4;PDGFA;MIF-AS1;SOS1;PIK3R3;E2F3;PRKCA
merged_KEGG_2021_Human.gmt	Glucagon signaling pathway	5/212	3.029786e-01	5.995109e-01	1.517321e+00	1.811823e+00	PFKP;MAPK4;CREB3;MIF-AS1;CRYZL2P-SEC16B
merged_KEGG_2021_Human.gmt	Glutamatergic synapse	9/227	1.693268e-02	1.889687e-01	2.537117e+00	1.034766e+01	ZNF667-AS1;MAPK4;PLD1;KRTAP5-AS1;GNB4;ADCY9;LINC01307;GRK3;PRKCA
merged_KEGG_2021_Human.gmt	Glutathione metabolism	1/113	8.612154e-01	9.349381e-01	7.545232e-01	1.127338e-01	RRM2
merged_KEGG_2021_Human.gmt	Glycerolipid metabolism	9/121	2.412502e-04	2.243627e-02	4.973198e+00	4.142513e+01	AGPAT4;MAPK4;PLPP5;CRYZL2P-SEC16B;ALDH1B1;LINC02532;DGKA;GPAT3;LPL
merged_KEGG_2021_Human.gmt	Glycerophospholipid metabolism	8/194	1.924239e-02	2.043842e-01	2.653470e+00	1.048290e+01	AGPAT4;MAPK4;PLPP5;PLD1;PLA2G2D;DGKA;GPAT3;LYPLA1
merged_KEGG_2021_Human.gmt	Glycine, serine and threonine metabolism	3/78	1.514786e-01	4.593752e-01	2.657722e+00	5.015948e+00	CRYZL2P-SEC16B;CHDH;LINC02532
merged_KEGG_2021_Human.gmt	Glycolysis / Gluconeogenesis	5/133	8.011805e-02	3.442807e-01	2.467013e+00	6.227369e+00	PFKP;CRYZL2P-SEC16B;ALDH1B1;ENO1;TPI1
merged_KEGG_2021_Human.gmt	Glycosaminoglycan biosynthesis	4/105	1.078523e-01	3.808962e-01	2.548656e+00	5.675837e+00	MAPK4;CHPF;CHST7;MIRLET7BHG
merged_KEGG_2021_Human.gmt	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	1/51	5.889092e-01	7.937472e-01	1.689874e+00	8.947600e-01	PIGL
merged_KEGG_2021_Human.gmt	Glyoxylate and dicarboxylate metabolism	1/59	6.425405e-01	8.162081e-01	1.457777e+00	6.448117e-01	CRYZL2P-SEC16B
merged_KEGG_2021_Human.gmt	GnRH secretion	4/127	1.763841e-01	4.872392e-01	2.090666e+00	3.627497e+00	MAPK4;PIK3R3;LHB;PRKCA
merged_KEGG_2021_Human.gmt	GnRH signaling pathway	8/185	1.487175e-02	1.823738e-01	2.790194e+00	1.174195e+01	MAPK4;PLD1;MIF-AS1;ADCY9;LHB;SOS1;PTK2B;PRKCA
merged_KEGG_2021_Human.gmt	Growth hormone synthesis, secretion and action	8/237	5.301405e-02	3.081442e-01	2.148242e+00	6.309813e+00	MAPK4;CREB3;MIF-AS1;STAT1;ADCY9;SOS1;PIK3R3;PRKCA
merged_KEGG_2021_Human.gmt	HIF-1 signaling pathway	8/217	3.444227e-02	2.716775e-01	2.357433e+00	7.940945e+00	PFKP;CYBB;INSR;LTBR;NPPA;PIK3R3;ENO1;PRKCA
merged_KEGG_2021_Human.gmt	Hedgehog signaling pathway	4/111	1.251612e-01	4.060464e-01	2.405159e+00	4.998287e+00	MAPK4;SHH;GRK3;MIF-AS1
merged_KEGG_2021_Human.gmt	Hematopoietic cell lineage	3/197	6.642386e-01	8.310429e-01	1.021086e+00	4.177405e-01	HSD17B3-AS1;CD19;CR1
merged_KEGG_2021_Human.gmt	Hepatitis B	16/323	1.494384e-04	2.084666e-02	3.221636e+00	2.837819e+01	IKBKB;CREB3;NFATC4;MIF-AS1;LINC01058;STAT1;SOS1;PIK3R3;SMAD3;PTK2B;EGR3;E2F3;STAT2;NFATC2;PRKCA;TLR2
merged_KEGG_2021_Human.gmt	Hepatitis C	7/313	2.957259e-01	5.935793e-01	1.402669e+00	1.708903e+00	IKBKB;STAT1;SOS1;PIK3R3;RXRA;E2F3;STAT2
merged_KEGG_2021_Human.gmt	Hepatocellular carcinoma	15/335	6.979515e-04	4.019988e-02	2.885088e+00	2.096697e+01	MAPK4;MIF-AS1;LRP5;TCF7;SOS1;GAB1;PIK3R3;SMAD3;TXNRD3;WNT5A;DPF3;FZD2;E2F3;TERT;PRKCA
merged_KEGG_2021_Human.gmt	Herpes simplex virus 1 infection	25/995	3.602891e-02	2.716775e-01	1.559694e+00	5.183539e+00	ZNF492;ZNF343;ZNF554;CPEB1-AS1;BCL10-AS1;ZNF578;ZFP92;LEMD1-DT;ZNF25;ZNF471;ZNF112;ZNF616;IKBKB;STAT1;PCAT1;ZNF571;ZNF334;PIK3R3;RUNDC3A-AS1;TLR2;ZNF44;ZNF548;ZNF667;STAT2;ZNF560
merged_KEGG_2021_Human.gmt	Hippo signaling pathway	7/324	3.260916e-01	6.189086e-01	1.352764e+00	1.515876e+00	MAPK4;MIF-AS1;TCF7;PRDM16-DT;SMAD3;WNT5A;FZD2
merged_KEGG_2021_Human.gmt	Histidine metabolism	2/43	1.693430e-01	4.826891e-01	3.446760e+00	6.120856e+00	CRYZL2P-SEC16B;ALDH1B1
merged_KEGG_2021_Human.gmt	Homologous recombination	2/81	4.086592e-01	7.047774e-01	1.793380e+00	1.604848e+00	FIRRE;MIF-AS1
merged_KEGG_2021_Human.gmt	Human T-cell leukemia virus 1 infection	16/436	3.633264e-03	7.240577e-02	2.332495e+00	1.310308e+01	IKBKB;MSX1;CREB3;NFATC4;MIF-AS1;IL15;LINC01058;ADCY9;LTBR;PIK3R3;SMAD3;NFATC2;GAS6-AS1;E2F3;TERT;CHEK2
merged_KEGG_2021_Human.gmt	Human cytomegalovirus infection	16/449	4.817787e-03	8.961084e-02	2.259936e+00	1.205775e+01	MAPK4;CREB3;IKBKB;NFATC4;MIF-AS1;GNB4;KCNJ2-AS1;ADCY9;SOS1;ARHGEF1;PIK3R3;PTK2B;GAS6-AS1;E2F3;NFATC2;PRKCA
merged_KEGG_2021_Human.gmt	Human immunodeficiency virus 1 infection	10/423	1.953979e-01	4.911353e-01	1.464026e+00	2.390340e+00	IKBKB;NFATC4;GNB4;LINC01058;MIF-AS1;PIK3R3;PTK2B;NFATC2;PRKCA;TLR2
merged_KEGG_2021_Human.gmt	Human papillomavirus infection	17/660	6.376603e-02	3.286726e-01	1.592965e+00	4.384691e+00	MAPK4;CREB3;IKBKB;MIF-AS1;STAT1;TCF7;SOS1;NOTCH2;TERT;PIK3R3;ITGB5;WNT5A;FLNB-AS1;GAS6-AS1;FZD2;STAT2;OASL
merged_KEGG_2021_Human.gmt	Huntington disease	8/610	8.322266e-01	9.177519e-01	7.916487e-01	1.453867e-01	LINC01033;CREB3;MIR4458HG;SOD1;PPM1L-DT;FGF14-AS2;PCAT6;ZFP28-DT
merged_KEGG_2021_Human.gmt	Hypertrophic cardiomyopathy	2/179	8.181595e-01	9.094283e-01	7.964495e-01	1.598458e-01	MAPK4;ITGB5
merged_KEGG_2021_Human.gmt	IL-17 signaling pathway	3/187	6.293649e-01	8.091835e-01	1.077366e+00	4.988680e-01	IKBKB;MAPK4;IL17RB
merged_KEGG_2021_Human.gmt	Inflammatory bowel disease	4/129	1.832369e-01	4.911353e-01	2.056993e+00	3.490667e+00	SMAD3;NOD2;TLR2;STAT1
merged_KEGG_2021_Human.gmt	Inflammatory mediator regulation of TRP channels	4/195	4.347148e-01	7.047774e-01	1.340359e+00	1.116606e+00	ADCY9;PIK3R3;PRKCA;MAPK4
merged_KEGG_2021_Human.gmt	Influenza A	6/343	5.439134e-01	7.618851e-01	1.095461e+00	6.670976e-01	IKBKB;LINC01058;STAT1;PIK3R3;STAT2;PRKCA
merged_KEGG_2021_Human.gmt	Inositol phosphate metabolism	5/145	1.058581e-01	3.786461e-01	2.253965e+00	5.061630e+00	MAPK4;PLCD3;SYNJ2;GAS6-AS1;TPI1
merged_KEGG_2021_Human.gmt	Insulin resistance	6/215	1.675979e-01	4.826891e-01	1.784671e+00	3.187756e+00	IKBKB;CREB3;MIF-AS1;INSR;CRYZL2P-SEC16B;PIK3R3
merged_KEGG_2021_Human.gmt	Insulin secretion	5/171	1.733547e-01	4.836596e-01	1.897711e+00	3.325578e+00	MAPK4;CREB3;ADCY9;TRPM4;PRKCA
merged_KEGG_2021_Human.gmt	Insulin signaling pathway	7/273	1.927470e-01	4.911353e-01	1.618872e+00	2.665274e+00	MAPK4;IKBKB;MIF-AS1;INSR;CRYZL2P-SEC16B;SOS1;PIK3R3
merged_KEGG_2021_Human.gmt	Intestinal immune network for IgA production	2/94	4.842758e-01	7.423788e-01	1.539611e+00	1.116373e+00	LTBR;IL15
merged_KEGG_2021_Human.gmt	JAK-STAT signaling pathway	8/323	1.950562e-01	4.911353e-01	1.550936e+00	2.534954e+00	PDGFA;IL15;STAT1;SOS1;PTPN6;PIK3R3;SOCS6;STAT2
merged_KEGG_2021_Human.gmt	Kaposi sarcoma-associated herpesvirus infection	11/385	6.981143e-02	3.417086e-01	1.785699e+00	4.753455e+00	IKBKB;NFATC4;GNB4;LINC01058;STAT1;TCF7;PIK3R3;NFATC2;E2F3;STAT2;RCAN1
merged_KEGG_2021_Human.gmt	Legionellosis	2/113	5.833943e-01	7.937472e-01	1.275162e+00	6.871746e-01	TLR2;CR1
merged_KEGG_2021_Human.gmt	Leishmaniasis	5/153	1.250184e-01	4.060464e-01	2.131061e+00	4.431103e+00	CYBB;STAT1;CR1;PTPN6;TLR2
merged_KEGG_2021_Human.gmt	Leukocyte transendothelial migration	5/227	3.540366e-01	6.498434e-01	1.413181e+00	1.467383e+00	CYBB;PIK3R3;VAV1;PTK2B;PRKCA
merged_KEGG_2021_Human.gmt	Linoleic acid metabolism	2/57	2.578331e-01	5.576391e-01	2.574208e+00	3.489192e+00	HSD17B3-AS1;PLA2G2D
merged_KEGG_2021_Human.gmt	Lipid and atherosclerosis	11/429	1.232114e-01	4.060464e-01	1.591739e+00	3.332868e+00	CYBB;IKBKB;MIF-AS1;LINC01058;ARHGEF1;VAV1;PIK3R3;RXRA;NFATC2;PRKCA;TLR2
merged_KEGG_2021_Human.gmt	Long-term depression	2/119	6.116542e-01	8.035466e-01	1.209420e+00	5.945368e-01	MAPK4;PRKCA
merged_KEGG_2021_Human.gmt	Long-term potentiation	3/133	4.032713e-01	7.047774e-01	1.530325e+00	1.389758e+00	MAPK4;KRTAP5-AS1;PRKCA
merged_KEGG_2021_Human.gmt	Longevity regulating pathway	7/203	6.198734e-02	3.286726e-01	2.209030e+00	6.142925e+00	MAPK4;CREB3;MIF-AS1;INSR;ADCY9;SOD1;PIK3R3
merged_KEGG_2021_Human.gmt	Lysine degradation	8/125	1.431110e-03	4.990995e-02	4.236951e+00	2.774909e+01	LINC02362;PRDM16;NSD3;CRYZL2P-SEC16B;ALDH1B1;SMYD3;HADH;LINC02532
merged_KEGG_2021_Human.gmt	Lysosome	4/254	6.417073e-01	8.162081e-01	1.019405e+00	4.522316e-01	LINC03014;LINC01504;LAMP3;CCR5AS
merged_KEGG_2021_Human.gmt	MAPK signaling pathway	12/585	3.094807e-01	5.996189e-01	1.251608e+00	1.467960e+00	MAPK4;IKBKB;FGFR1;MIF-AS1;PDGFA;DUSP4;INSR;MEF2C;SOS1;MAX;FLNB;PRKCA
merged_KEGG_2021_Human.gmt	Malaria	2/99	5.117438e-01	7.436277e-01	1.460026e+00	9.781173e-01	TLR2;CR1
merged_KEGG_2021_Human.gmt	Mannose type O-glycan biosynthesis	1/45	5.434968e-01	7.618851e-01	1.918711e+00	1.169899e+00	MAPK4
merged_KEGG_2021_Human.gmt	Measles	7/277	2.023418e-01	4.995872e-01	1.594375e+00	2.547487e+00	IKBKB;SLAMF1;LINC01058;STAT1;PIK3R3;STAT2;TLR2
merged_KEGG_2021_Human.gmt	Melanogenesis	7/201	5.941626e-02	3.250419e-01	2.232133e+00	6.301730e+00	MAPK4;CREB3;MIF-AS1;ADCY9;TCF7;FZD2;PRKCA
merged_KEGG_2021_Human.gmt	Melanoma	5/143	1.013121e-01	3.685829e-01	2.286909e+00	5.235990e+00	FGFR1;PDGFA;MIF-AS1;PIK3R3;E2F3
merged_KEGG_2021_Human.gmt	Metabolism of xenobiotics by cytochrome P450	2/151	7.379675e-01	8.687465e-01	9.479181e-01	2.880302e-01	UGT2B15;UGT2B17
merged_KEGG_2021_Human.gmt	MicroRNAs in cancer	8/619	8.437837e-01	9.231986e-01	7.793639e-01	1.323821e-01	IKBKB;PDGFA;SOS1;NOTCH2;PIK3R3;TP63;E2F3;PRKCA
merged_KEGG_2021_Human.gmt	Mineral absorption	2/119	6.116542e-01	8.035466e-01	1.209420e+00	5.945368e-01	CRYZL2P-SEC16B;MAPK4
merged_KEGG_2021_Human.gmt	Mismatch repair	1/45	5.434968e-01	7.618851e-01	1.918711e+00	1.169899e+00	MIF-AS1
merged_KEGG_2021_Human.gmt	Mitophagy	1/135	9.057246e-01	9.644930e-01	6.299070e-01	6.237337e-02	RHOT1
merged_KEGG_2021_Human.gmt	Morphine addiction	6/181	9.324016e-02	3.613056e-01	2.136731e+00	5.069558e+00	MAPK4;KRTAP5-AS1;GNB4;ADCY9;GRK3;PRKCA
merged_KEGG_2021_Human.gmt	N-Glycan biosynthesis	1/99	8.225609e-01	9.106924e-01	8.628076e-01	1.685346e-01	MGAT3
merged_KEGG_2021_Human.gmt	NF-kappa B signaling pathway	3/206	6.935489e-01	8.376629e-01	9.751630e-01	3.568449e-01	IKBKB;LTBR;ZAP70
merged_KEGG_2021_Human.gmt	NOD-like receptor signaling pathway	7/361	4.305516e-01	7.047774e-01	1.207629e+00	1.017655e+00	IKBKB;CYBB;KCNJ2-AS1;STAT1;NOD1;NOD2;STAT2
merged_KEGG_2021_Human.gmt	Natural killer cell mediated cytotoxicity	9/261	3.711441e-02	2.724979e-01	2.188975e+00	7.209938e+00	ZAP70;SOS1;PTPN6;PIK3R3;VAV1;PTK2B;SH3BP2;NFATC2;PRKCA
merged_KEGG_2021_Human.gmt	Necroptosis	4/313	7.925948e-01	8.989185e-01	8.208188e-01	1.907937e-01	CYBB;STAT2;LINC01058;STAT1
merged_KEGG_2021_Human.gmt	Neuroactive ligand-receptor interaction	5/681	9.926282e-01	9.997080e-01	4.463840e-01	3.302856e-03	THRB;LHB;S1PR2;DRD4;CNR1
merged_KEGG_2021_Human.gmt	Neurotrophin signaling pathway	6/237	2.257470e-01	5.383197e-01	1.611973e+00	2.399164e+00	IKBKB;MAPK4;MIF-AS1;SOS1;GAB1;PIK3R3
merged_KEGG_2021_Human.gmt	Neutrophil extracellular trap formation	6/347	5.553353e-01	7.708385e-01	1.082248e+00	6.365602e-01	CYBB;CR1;PIK3R3;HDAC6;PRKCA;TLR2
merged_KEGG_2021_Human.gmt	Nicotinate and nicotinamide metabolism	1/69	6.998904e-01	8.416786e-01	1.243892e+00	4.438598e-01	ZFP28-DT
merged_KEGG_2021_Human.gmt	Nicotine addiction	1/79	7.480769e-01	8.707585e-01	1.084500e+00	3.147756e-01	MAPK4
merged_KEGG_2021_Human.gmt	Nitrogen metabolism	1/33	4.371583e-01	7.047774e-01	2.629866e+00	2.176109e+00	CRYZL2P-SEC16B
merged_KEGG_2021_Human.gmt	Non-alcoholic fatty liver disease	6/309	4.426053e-01	7.047887e-01	1.221831e+00	9.958866e-01	IKBKB;MIR4458HG;INSR;PIK3R3;RXRA;ZFP28-DT
merged_KEGG_2021_Human.gmt	Non-small cell lung cancer	5/143	1.013121e-01	3.685829e-01	2.286909e+00	5.235990e+00	SOS1;PIK3R3;RXRA;E2F3;PRKCA
merged_KEGG_2021_Human.gmt	Notch signaling pathway	1/117	8.706311e-01	9.414965e-01	7.283650e-01	1.009054e-01	NOTCH2
merged_KEGG_2021_Human.gmt	Nucleotide excision repair	1/93	8.028747e-01	8.998309e-01	9.192493e-01	2.018272e-01	MIF-AS1
merged_KEGG_2021_Human.gmt	Olfactory transduction	1/879	9.999999e-01	9.999999e-01	9.022798e-02	1.135616e-08	GRK3
merged_KEGG_2021_Human.gmt	Oocyte meiosis	4/257	6.508366e-01	8.179433e-01	1.007077e+00	4.325362e-01	ADCY9;CPEB1;MIF-AS1;MAPK4
merged_KEGG_2021_Human.gmt	Osteoclast differentiation	5/252	4.395386e-01	7.047774e-01	1.267664e+00	1.042058e+00	IKBKB;STAT1;PIK3R3;STAT2;NFATC2
merged_KEGG_2021_Human.gmt	Other types of O-glycan biosynthesis	1/93	8.028747e-01	8.998309e-01	9.192493e-01	2.018272e-01	MAPK4
merged_KEGG_2021_Human.gmt	Ovarian steroidogenesis	3/101	2.528518e-01	5.576391e-01	2.033101e+00	2.795416e+00	INSR;ADCY9;LHB
merged_KEGG_2021_Human.gmt	Oxidative phosphorylation	4/265	6.744233e-01	8.325846e-01	9.755846e-01	3.842801e-01	PPM1L-DT;ZFP28-DT;FGF14-AS2;MIR4458HG
merged_KEGG_2021_Human.gmt	Oxytocin signaling pathway	10/307	4.017439e-02	2.736114e-01	2.055815e+00	6.608469e+00	MAPK4;NFATC4;KCNJ2;MEF2C;ADCY9;MYLK;NPPA;NFATC2;RCAN1;PRKCA
merged_KEGG_2021_Human.gmt	PD-L1 expression and PD-1 checkpoint pathway in cancer	8/177	1.163703e-02	1.708807e-01	2.923916e+00	1.302184e+01	IKBKB;BATF2;STAT1;PTPN6;PIK3R3;NFATC2;ZAP70;TLR2
merged_KEGG_2021_Human.gmt	PI3K-Akt signaling pathway	16/707	1.612155e-01	4.826891e-01	1.384263e+00	2.526298e+00	IKBKB;CREB3;FGFR1;MIF-AS1;PDGFA;GNB4;INSR;SOS1;PIK3R3;ITGB5;RXRA;CD19;HSD17B3-AS1;MYB;PRKCA;TLR2
merged_KEGG_2021_Human.gmt	PPAR signaling pathway	4/147	2.483296e-01	5.542716e-01	1.796172e+00	2.502064e+00	CRYZL2P-SEC16B;RXRA;LPL;PPARD
merged_KEGG_2021_Human.gmt	Pancreatic cancer	7/151	1.568807e-02	1.823738e-01	3.017571e+00	1.253757e+01	IKBKB;PLD1;MIF-AS1;STAT1;PIK3R3;SMAD3;E2F3
merged_KEGG_2021_Human.gmt	Pancreatic secretion	6/203	1.389595e-01	4.369185e-01	1.895086e+00	3.740089e+00	MAPK4;CASC11;ADCY9;PLA2G2D;FLNB-AS1;PRKCA
merged_KEGG_2021_Human.gmt	Pantothenate and CoA biosynthesis	3/41	3.333232e-02	2.716775e-01	5.228507e+00	1.778334e+01	DPYD;ALDH1B1;BCAT1
merged_KEGG_2021_Human.gmt	Parathyroid hormone synthesis, secretion and action	13/211	7.386474e-05	2.060826e-02	4.058170e+00	3.860649e+01	MAPK4;CREB3;PLD1;FGFR1;VDR;LRP5;GCM1;ADCY9;MEF2C;ARHGEF1;RXRA;GAS6-AS1;PRKCA
merged_KEGG_2021_Human.gmt	Parkinson disease	4/496	9.741871e-01	9.912213e-01	5.075260e-01	1.327279e-02	PPM1L-DT;ZFP28-DT;FGF14-AS2;MIR4458HG
merged_KEGG_2021_Human.gmt	Pathogenic Escherichia coli infection	5/393	8.126743e-01	9.069446e-01	7.976295e-01	1.654481e-01	IKBKB;LINC02757;PTPN6;ARHGEF1;GAS6-AS1
merged_KEGG_2021_Human.gmt	Pathways in cancer	28/1061	1.520773e-02	1.823738e-01	1.654805e+00	6.926933e+00	PDGFA;ADCY9;TCF7;NOTCH2;MAX;SMAD3;FZD2;PPARD;PLD1;SHH;GNB4;LRP5;SOS1;TERT;TXNRD3;WNT5A;IKBKB;FGFR1;MIF-AS1;STAT1;PIK3R3;E2F3;IL15;ARHGEF1;RXRA;HSD17B3-AS1;STAT2;PRKCA
merged_KEGG_2021_Human.gmt	Pathways of neurodegeneration	12/947	9.001699e-01	9.622506e-01	7.422898e-01	7.806791e-02	MAPK4;CYBB;MIF-AS1;MIR4458HG;LRP5;SOD1;PPM1L-DT;WNT5A;FGF14-AS2;FZD2;ZFP28-DT;PRKCA
merged_KEGG_2021_Human.gmt	Pentose and glucuronate interconversions	2/67	3.217772e-01	6.149030e-01	2.179324e+00	2.471126e+00	UGT2B15;UGT2B17
merged_KEGG_2021_Human.gmt	Pentose phosphate pathway	3/59	8.144276e-02	3.442807e-01	3.557282e+00	8.921146e+00	PFKP;TALDO1;PRPS2
merged_KEGG_2021_Human.gmt	Peroxisome	3/163	5.360545e-01	7.618851e-01	1.241052e+00	7.738202e-01	CRYZL2P-SEC16B;SOD1;LINC02532
merged_KEGG_2021_Human.gmt	Pertussis	1/150	9.276048e-01	9.803096e-01	5.659697e-01	4.253234e-02	NOD1
merged_KEGG_2021_Human.gmt	Phagosome	5/303	6.024017e-01	8.011609e-01	1.046392e+00	5.303435e-01	CYBB;ITGB5;CCR5AS;SEC61A1;TLR2
merged_KEGG_2021_Human.gmt	Phosphatidylinositol signaling system	6/193	1.170305e-01	4.031052e-01	1.997895e+00	4.286124e+00	MAPK4;PLCD3;PIK3R3;SYNJ2;DGKA;PRKCA
merged_KEGG_2021_Human.gmt	Phospholipase D signaling pathway	13/295	1.816162e-03	5.378645e-02	2.830640e+00	1.786425e+01	AGPAT4;MAPK4;PLD1;PDGFA;INSR;ADCY9;SOS1;GAB1;PIK3R3;PTK2B;DGKA;GAS6-AS1;PRKCA
merged_KEGG_2021_Human.gmt	Platelet activation	6/247	2.541338e-01	5.576391e-01	1.543875e+00	2.114946e+00	ADCY9;LINC02757;ARHGEF1;MYLK;PIK3R3;TBXAS1
merged_KEGG_2021_Human.gmt	Porphyrin and chlorophyll metabolism	2/85	4.325286e-01	7.047774e-01	1.706881e+00	1.430549e+00	UGT2B15;UGT2B17
merged_KEGG_2021_Human.gmt	Primary immunodeficiency	3/75	1.393754e-01	4.369185e-01	2.768412e+00	5.455389e+00	ZAP70;LINC01058;CD19
