id,x,y,text,name
656,88,3.4331214826781755,"Sample 656 
              Patient: SAMEA4618877-2 
              Expression: 3.4331214826781755
            ",PRIMARY
657,91.62,3.4567976141667676,"Sample 657 
              Patient: SAMEA4618878-1 
              Expression: 3.4567976141667676
            ",PRIMARY
658,91.29,3.45408592874385,"Sample 658 
              Patient: SAMEA4618878-2 
              Expression: 3.45408592874385
            ",PRIMARY
659,81.1,3.7211490062335364,"Sample 659 
              Patient: SAMEA4618879-1 
              Expression: 3.7211490062335364
            ",PRIMARY
660,80.04,3.739044662840894,"Sample 660 
              Patient: SAMEA4618879-2 
              Expression: 3.739044662840894
            ",PRIMARY
661,100.07,3.7131744296253157,"Sample 661 
              Patient: SAMEA4618880-1 
              Expression: 3.7131744296253157
            ",PRIMARY
662,100.42,3.69794422037327,"Sample 662 
              Patient: SAMEA4618880-2 
              Expression: 3.69794422037327
            ",PRIMARY
663,102.34,4.124011646227845,"Sample 663 
              Patient: SAMEA4618881-1 
              Expression: 4.124011646227845
            ",PRIMARY
664,102.68,4.199120971397052,"Sample 664 
              Patient: SAMEA4618881-2 
              Expression: 4.199120971397052
            ",PRIMARY
665,95.14,3.808293017493977,"Sample 665 
              Patient: SAMEA4618882-1 
              Expression: 3.808293017493977
            ",PRIMARY
666,95.22,3.8219992989045632,"Sample 666 
              Patient: SAMEA4618882-2 
              Expression: 3.8219992989045632
            ",PRIMARY
667,88.62,3.8268871111308993,"Sample 667 
              Patient: SAMEA4618883-1 
              Expression: 3.8268871111308993
            ",PRIMARY
668,88.32,3.8261368458648293,"Sample 668 
              Patient: SAMEA4618883-2 
              Expression: 3.8261368458648293
            ",PRIMARY
669,76.11,4.085597350275601,"Sample 669 
              Patient: SAMEA4618884-1 
              Expression: 4.085597350275601
            ",PRIMARY
670,75.54,4.072219579194373,"Sample 670 
              Patient: SAMEA4618884-2 
              Expression: 4.072219579194373
            ",PRIMARY
671,91.48,3.9850784711798086,"Sample 671 
              Patient: SAMEA4618885-1 
              Expression: 3.9850784711798086
            ",PRIMARY
672,91.29,3.9819579191215744,"Sample 672 
              Patient: SAMEA4618885-2 
              Expression: 3.9819579191215744
            ",PRIMARY
673,86.27,3.865205400668397,"Sample 673 
              Patient: SAMEA4618886-1 
              Expression: 3.865205400668397
            ",PRIMARY
674,86.23,3.8695471947770845,"Sample 674 
              Patient: SAMEA4618886-2 
              Expression: 3.8695471947770845
            ",PRIMARY
675,101.19,3.3419197710273814,"Sample 675 
              Patient: SAMEA4618887-1 
              Expression: 3.3419197710273814
            ",PRIMARY
676,101.11,3.3378264810960334,"Sample 676 
              Patient: SAMEA4618887-2 
              Expression: 3.3378264810960334
            ",PRIMARY
677,79,3.993405609824485,"Sample 677 
              Patient: SAMEA4618888-1 
              Expression: 3.993405609824485
            ",PRIMARY
678,78.4,3.9841146035259003,"Sample 678 
              Patient: SAMEA4618888-2 
              Expression: 3.9841146035259003
            ",PRIMARY
679,104.42,3.176004514266753,"Sample 679 
              Patient: SAMEA4618889-1 
              Expression: 3.176004514266753
            ",PRIMARY
680,104.89,3.1949582216625467,"Sample 680 
              Patient: SAMEA4618889-2 
              Expression: 3.1949582216625467
            ",PRIMARY
