Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
merged_Reactome_2022.gmt	Chk1/Chk2(Cds1) Mediated Inactivation Of Cyclin B:Cdk1 Complex R-HSA-75035	1/25	3.288469e-01	7.126118e-01	3.811912e+00	4.239468e+00	CHEK2
merged_Reactome_2022.gmt	Cholesterol Biosynthesis R-HSA-191273	1/51	5.569299e-01	7.923561e-01	1.846774e+00	1.080946e+00	CRYZL2P-SEC16B
merged_Reactome_2022.gmt	Choline Catabolism R-HSA-6798163	1/11	1.608690e-01	6.277387e-01	8.901117e+00	1.626381e+01	CHDH
merged_Reactome_2022.gmt	Chondroitin Sulfate Biosynthesis R-HSA-2022870	4/39	3.261283e-03	2.341601e-01	7.967168e+00	4.561709e+01	CSPG4;MAPK4;CHPF;CHST7
merged_Reactome_2022.gmt	Chondroitin Sulfate/Dermatan Sulfate Metabolism R-HSA-1793185	7/99	9.927440e-04	1.668504e-01	5.132336e+00	3.549030e+01	MAPK4;CHPF;CHST7;SDC3;PRDM16-DT;MIRLET7BHG;CSPG4
merged_Reactome_2022.gmt	Chromatin Modifying Enzymes R-HSA-3247509	9/469	3.249424e-01	7.126118e-01	1.288813e+00	1.448764e+00	PHF2;PRDM16;MIR9-3HG;NSD3;SMYD3;SETD3;MIRLET7BHG;GAS6-AS1;KDM2B
merged_Reactome_2022.gmt	Chromosome Maintenance R-HSA-73886	2/228	8.784016e-01	9.706649e-01	6.820602e-01	8.843009e-02	CENPT;TERT
merged_Reactome_2022.gmt	Cilium Assembly R-HSA-5617833	5/371	7.013783e-01	8.690747e-01	9.296384e-01	3.297501e-01	MAPK4;LINC01833;KCNQ1OT1;HDAC6;PRKCA
merged_Reactome_2022.gmt	Circadian Clock R-HSA-400253	5/135	6.343962e-02	5.061072e-01	2.644369e+00	7.292290e+00	MIF-AS1;MEF2C;CRY1;RXRA;BHLHE41
merged_Reactome_2022.gmt	Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517	6/325	4.088757e-01	7.396512e-01	1.267783e+00	1.133834e+00	MIR4458HG;PPM1L-DT;RXRA;FGF14-AS2;ZFP28-DT;PPARD
merged_Reactome_2022.gmt	Class A/1 (Rhodopsin-like Receptors) R-HSA-373076	6/653	9.485391e-01	9.981877e-01	6.144275e-01	3.246161e-02	CCR6;LHB;S1PR2;DRD4;CCRL2;GPR183
merged_Reactome_2022.gmt	Class B/2 (Secretin Family Receptors) R-HSA-373080	4/183	3.286889e-01	7.126118e-01	1.563545e+00	1.739668e+00	FZD2;WNT5A;GNB4;SHH
merged_Reactome_2022.gmt	Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169	14/754	3.071538e-01	7.070871e-01	1.225521e+00	1.446613e+00	FBXO27;CYBB;CBLL2;IKBKB;LINC01806;MIR155HG;SERPINB9P1;CCR5AS;ITGB5;SEC61A1;FBXW7;FBXO44;FOXD2-AS1;TLR2
merged_Reactome_2022.gmt	Clathrin-mediated Endocytosis R-HSA-8856828	5/283	4.645829e-01	7.527451e-01	1.229245e+00	9.423583e-01	MAPK4;GRK3;SYNJ2;WNT5A;GAS6-AS1
merged_Reactome_2022.gmt	Cleavage Of Damaged Purine R-HSA-110331	1/68	6.623886e-01	8.518741e-01	1.380403e+00	5.685920e-01	MPG
merged_Reactome_2022.gmt	Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814	3/133	3.515426e-01	7.225407e-01	1.671506e+00	1.747433e+00	PCOLCE-AS1;SERPINH1;MIRLET7BHG
merged_Reactome_2022.gmt	Collagen Chain Trimerization R-HSA-8948216	2/87	4.011127e-01	7.396512e-01	1.820627e+00	1.663166e+00	KCNQ1OT1;MIRLET7BHG
merged_Reactome_2022.gmt	Collagen Formation R-HSA-1474290	4/179	3.143878e-01	7.126118e-01	1.599526e+00	1.850856e+00	PCOLCE-AS1;SERPINH1;FLNB-AS1;MIRLET7BHG
merged_Reactome_2022.gmt	Competing Endogenous RNAs (ceRNAs) Regulate PTEN Translation R-HSA-8948700	1/19	2.614067e-01	6.816829e-01	5.049827e+00	6.775241e+00	KCNQ1OT1
merged_Reactome_2022.gmt	Complement Cascade R-HSA-166658	4/108	9.225891e-02	5.810693e-01	2.696562e+00	6.426330e+00	CRYZL2P-SEC16B;LINC02532;CD19;CR1
merged_Reactome_2022.gmt	Complex I Biogenesis R-HSA-6799198	2/101	4.762059e-01	7.527451e-01	1.563284e+00	1.159808e+00	FGF14-AS2;MIR4458HG
merged_Reactome_2022.gmt	Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530	7/155	1.178929e-02	3.333077e-01	3.187306e+00	1.415344e+01	FGFR1;PDGFA;MIF-AS1;SOS1;PIK3R3;VAV1;CD19
merged_Reactome_2022.gmt	Constitutive Signaling By EGFRvIII R-HSA-5637810	1/27	3.499340e-01	7.211655e-01	3.523844e+00	3.700074e+00	SOS1
merged_Reactome_2022.gmt	Constitutive Signaling By Ligand-Responsive EGFR Cancer Variants R-HSA-1236382	1/35	4.278815e-01	7.420747e-01	2.705563e+00	2.296777e+00	SOS1
merged_Reactome_2022.gmt	Constitutive Signaling By NOTCH1 HD+PEST Domain Mutants R-HSA-2894862	3/114	2.695191e-01	6.966367e-01	1.958334e+00	2.567604e+00	HDAC6;FBXW7;MIF-AS1
merged_Reactome_2022.gmt	Constitutive Signaling By Overexpressed ERBB2 R-HSA-9634285	1/19	2.614067e-01	6.816829e-01	5.049827e+00	6.775241e+00	SOS1
merged_Reactome_2022.gmt	Conversion From APC/C:Cdc20 To APC/C:Cdh1 In Late Anaphase R-HSA-176407	1/39	4.632879e-01	7.527451e-01	2.423947e+00	1.865001e+00	MIF-AS1
merged_Reactome_2022.gmt	Cooperation Of PDCL (PhLP1) And TRiC/CCT In G-protein Beta Folding R-HSA-6814122	3/73	1.090052e-01	6.037930e-01	3.104043e+00	6.879676e+00	MAPK4;MIF-AS1;GNB4
merged_Reactome_2022.gmt	Costimulation By CD28 Family R-HSA-388841	3/134	3.558599e-01	7.261459e-01	1.658705e+00	1.713805e+00	PIK3R3;PTPN6;VAV1
merged_Reactome_2022.gmt	Cristae Formation R-HSA-8949613	1/57	5.974517e-01	8.114193e-01	1.650126e+00	8.499499e-01	MIR4458HG
merged_Reactome_2022.gmt	Cross-presentation Of Particulate Exogenous Antigens (Phagosomes) R-HSA-1236973	2/15	2.284862e-02	4.168722e-01	1.157516e+01	4.374095e+01	CYBB;ITGB5
merged_Reactome_2022.gmt	Cyclin A:Cdk2-associated Events At S Phase Entry R-HSA-69656	1/166	9.298906e-01	9.915764e-01	5.600485e-01	4.070898e-02	MAX
merged_Reactome_2022.gmt	Cyclin D Associated Events In G1 R-HSA-69231	2/93	4.339616e-01	7.444933e-01	1.700694e+00	1.419738e+00	E2F3;MIF-AS1
merged_Reactome_2022.gmt	Cyclin E Associated Events During G1/S Transition R-HSA-69202	1/162	9.252332e-01	9.915764e-01	5.740433e-01	4.460861e-02	MAX
merged_Reactome_2022.gmt	Cytochrome P450 - Arranged By Substrate Type R-HSA-211897	3/129	3.342463e-01	7.170980e-01	1.724730e+00	1.890093e+00	CRYZL2P-SEC16B;RXRA;TBXAS1
merged_Reactome_2022.gmt	Cytokine Signaling In Immune System R-HSA-1280215	35/1400	4.801020e-03	3.231686e-01	1.694345e+00	9.045982e+00	MIR155HG;LTBR;FLNB;SMAD3;CD44-DT;TALDO1;TRIM2;DUSP4;MEF2C;SOS1;SOCS6;CCR5AS;IL17RB;NOD2;OASL;IKBKB;MIF-AS1;LINC01058;KCNJ2-AS1;STAT1;PTPN6;VAV1;PIK3R3;TRIM22;LINC00158;SNHG28;IRF5;IL15;SOD1;NOD1;PTK2B;LINC02416;USP18;STAT2;PRKCA
merged_Reactome_2022.gmt	Cytoprotection By HMOX1 R-HSA-9707564	4/113	1.044932e-01	5.920721e-01	2.572741e+00	5.810879e+00	SIN3B;RXRA;MIF-AS1;MIR4458HG
merged_Reactome_2022.gmt	Cytosolic Sensors Of Pathogen-Associated DNA R-HSA-1834949	2/125	5.906634e-01	8.114193e-01	1.257866e+00	6.622776e-01	IKBKB;MIF-AS1
merged_Reactome_2022.gmt	Cytosolic tRNA Aminoacylation R-HSA-379716	1/47	5.276818e-01	7.849632e-01	2.006065e+00	1.282401e+00	MIR155HG
merged_Reactome_2022.gmt	DAG And IP3 Signaling R-HSA-1489509	3/77	1.226311e-01	6.095749e-01	2.936753e+00	6.162995e+00	ADCY9;PRKCA;MAPK4
merged_Reactome_2022.gmt	DAP12 Interactions R-HSA-2172127	1/85	7.428094e-01	8.958631e-01	1.101685e+00	3.275482e-01	SOS1
merged_Reactome_2022.gmt	DAP12 Signaling R-HSA-2424491	1/55	5.843725e-01	8.089578e-01	1.710864e+00	9.191047e-01	SOS1
merged_Reactome_2022.gmt	DARPP-32 Events R-HSA-180024	3/47	3.809142e-02	4.883864e-01	4.924491e+00	1.609209e+01	MAPK4;MIF-AS1;PRKCA
merged_Reactome_2022.gmt	DCC Mediated Attractive Signaling R-HSA-418885	1/27	3.499340e-01	7.211655e-01	3.523844e+00	3.700074e+00	MAPK4
merged_Reactome_2022.gmt	DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928	1/160	9.227901e-01	9.915764e-01	5.813039e-01	4.670980e-02	IKBKB
merged_Reactome_2022.gmt	DNA Damage Bypass R-HSA-73893	1/95	7.808719e-01	9.221481e-01	9.845760e-01	2.435291e-01	MIF-AS1
merged_Reactome_2022.gmt	DNA Damage Recognition In GG-NER R-HSA-5696394	1/73	6.883446e-01	8.619011e-01	1.284859e+00	4.798506e-01	MIF-AS1
merged_Reactome_2022.gmt	DNA Double Strand Break Response R-HSA-5693606	2/118	5.592827e-01	7.946537e-01	1.333947e+00	7.751569e-01	CHEK2;MIF-AS1
merged_Reactome_2022.gmt	DNA Double-Strand Break Repair R-HSA-5693532	3/294	8.468180e-01	9.539989e-01	7.418309e-01	1.233439e-01	CHEK2;FIRRE;MIF-AS1
merged_Reactome_2022.gmt	DNA Repair R-HSA-73894	5/614	9.677881e-01	9.990393e-01	5.516077e-01	1.806078e-02	LINC01806;MPG;MIF-AS1;FIRRE;CHEK2
merged_Reactome_2022.gmt	DNA Replication R-HSA-69306	1/301	9.920654e-01	9.999323e-01	3.062035e-01	2.439304e-03	MIF-AS1
merged_Reactome_2022.gmt	Deactivation Of Beta-Catenin Transactivating Complex R-HSA-3769402	2/83	3.787235e-01	7.366032e-01	1.910393e+00	1.854893e+00	TCF7;MIF-AS1
merged_Reactome_2022.gmt	Death Receptor Signaling R-HSA-73887	6/277	2.751572e-01	6.966367e-01	1.495810e+00	1.930213e+00	IKBKB;MAPK4;SOS1;ARHGEF1;VAV1;TNFRSF10D
merged_Reactome_2022.gmt	Defective B3GALT6 Causes EDSP2 And SEMDJL1 R-HSA-4420332	4/39	3.261283e-03	2.341601e-01	7.967168e+00	4.561709e+01	MAPK4;SDC3;CSPG4;PRDM16-DT
merged_Reactome_2022.gmt	Defective B3GALTL Causes PpS R-HSA-5083635	2/73	3.213759e-01	7.126118e-01	2.178748e+00	2.473192e+00	CRYZL2P-SEC16B;KCNQ1OT1
merged_Reactome_2022.gmt	Defective B3GAT3 Causes JDSSDHD R-HSA-3560801	3/39	2.352658e-02	4.168722e-01	6.006402e+00	2.252175e+01	MAPK4;CSPG4;SDC3
merged_Reactome_2022.gmt	Defective B4GALT7 Causes EDS, Progeroid Type R-HSA-3560783	4/39	3.261283e-03	2.341601e-01	7.967168e+00	4.561709e+01	MAPK4;SDC3;CSPG4;PRDM16-DT
merged_Reactome_2022.gmt	Defective C1GALT1C1 Causes TNPS R-HSA-5083632	1/37	4.458665e-01	7.444933e-01	2.557040e+00	2.065412e+00	KCNQ1OT1
merged_Reactome_2022.gmt	Defective CHST14 Causes EDS, Musculocontractural Type R-HSA-3595174	2/15	2.284862e-02	4.168722e-01	1.157516e+01	4.374095e+01	MAPK4;CSPG4
merged_Reactome_2022.gmt	Defective CHST3 Causes SEDCJD R-HSA-3595172	2/15	2.284862e-02	4.168722e-01	1.157516e+01	4.374095e+01	MAPK4;CSPG4
merged_Reactome_2022.gmt	Defective CHSY1 Causes TPBS R-HSA-3595177	2/15	2.284862e-02	4.168722e-01	1.157516e+01	4.374095e+01	MAPK4;CSPG4
merged_Reactome_2022.gmt	Defective GALNT12 Causes CRCS1 R-HSA-5083636	1/35	4.278815e-01	7.420747e-01	2.705563e+00	2.296777e+00	KCNQ1OT1
merged_Reactome_2022.gmt	Defective GALNT3 Causes HFTC R-HSA-5083625	1/35	4.278815e-01	7.420747e-01	2.705563e+00	2.296777e+00	KCNQ1OT1
merged_Reactome_2022.gmt	Defective HDR Thru Homologous Recombination (HRR) Due To BRCA1 Loss-Of-Function R-HSA-9701192	2/49	1.814419e-01	6.301040e-01	3.283806e+00	5.604865e+00	FIRRE;MIF-AS1
merged_Reactome_2022.gmt	Defective Homologous Recombination Repair (HRR) Due To BRCA2 Loss Of Function R-HSA-9701190	2/81	3.673981e-01	7.265547e-01	1.958663e+00	1.961227e+00	FIRRE;MIF-AS1
merged_Reactome_2022.gmt	Defective LFNG Causes SCDO3 R-HSA-5083630	1/9	1.336723e-01	6.095749e-01	1.099667e+01	2.212931e+01	NOTCH2
merged_Reactome_2022.gmt	Defects In Cobalamin (B12) Metabolism R-HSA-3296469	1/25	3.288469e-01	7.126118e-01	3.811912e+00	4.239468e+00	LINC00173
merged_Reactome_2022.gmt	Defects In Vitamin And Cofactor Metabolism R-HSA-3296482	2/41	1.369704e-01	6.095749e-01	3.950572e+00	7.853698e+00	CRYZL2P-SEC16B;LINC02532
merged_Reactome_2022.gmt	Defensins R-HSA-1461973	2/85	3.899636e-01	7.396512e-01	1.864435e+00	1.755741e+00	CCR6;TLR2
merged_Reactome_2022.gmt	Degradation Of Beta-Catenin By Destruction Complex R-HSA-195253	1/166	9.298906e-01	9.915764e-01	5.600485e-01	4.070898e-02	TCF7
merged_Reactome_2022.gmt	Degradation Of Extracellular Matrix R-HSA-1474228	6/216	1.286819e-01	6.095749e-01	1.935650e+00	3.968880e+00	CRYZL2P-SEC16B;MIRLET7BHG;FLNB-AS1;GAS6-AS1;KLK2;CXXC1
merged_Reactome_2022.gmt	Degradation Of GLI1 By Proteasome R-HSA-5610780	1/116	8.435024e-01	9.526482e-01	8.046546e-01	1.369462e-01	PRKCA
merged_Reactome_2022.gmt	Degradation Of GLI2 By Proteasome R-HSA-5610783	1/116	8.435024e-01	9.526482e-01	8.046546e-01	1.369462e-01	PRKCA
merged_Reactome_2022.gmt	Depolymerisation Of Nuclear Lamina R-HSA-4419969	1/29	3.703608e-01	7.265547e-01	3.276206e+00	3.254183e+00	PRKCA
merged_Reactome_2022.gmt	Deposition Of New CENPA-containing Nucleosomes At Centromere R-HSA-606279	1/100	7.977420e-01	9.318527e-01	9.348490e-01	2.112478e-01	CENPT
merged_Reactome_2022.gmt	Dermatan Sulfate Biosynthesis R-HSA-2022923	2/21	4.295487e-02	4.966929e-01	8.011001e+00	2.521547e+01	MAPK4;CSPG4
merged_Reactome_2022.gmt	Detoxification Of Reactive Oxygen Species R-HSA-3299685	2/67	2.863224e-01	6.976679e-01	2.379092e+00	2.975381e+00	CYBB;SOD1
merged_Reactome_2022.gmt	Deubiquitination R-HSA-5688426	6/553	8.736476e-01	9.682044e-01	7.306693e-01	9.869747e-02	LINC01058;NOD1;SMAD3;NOD2;USP18;RHOT1
merged_Reactome_2022.gmt	Developmental Biology R-HSA-1266738	19/2137	9.987363e-01	9.999323e-01	5.413786e-01	6.845586e-04	TCF7;HSD17B3-AS1;GFI1;SMAD3;HOXA1;MEF2C;SEMA4A;SOS1;RCAN1;FGFR1;PIK3R3;INSM1;TP63;MYB;TBXT;RXRA;LPL;PLXND1;PRKCA
merged_Reactome_2022.gmt	Digestion And Absorption R-HSA-8963743	1/55	5.843725e-01	8.089578e-01	1.710864e+00	9.191047e-01	SLC2A5
merged_Reactome_2022.gmt	Disassembly Of Destruction Complex And Recruitment Of AXIN To Membrane R-HSA-4641262	3/57	6.136080e-02	5.031884e-01	4.018764e+00	1.121631e+01	CAV1;MIF-AS1;LRP5
merged_Reactome_2022.gmt	Disease R-HSA-1643685	72/3457	6.877996e-03	3.333077e-01	1.432183e+00	7.131451e+00	HAR1A;DUSP5-DT;TTC23L-AS1;MIR155HG;PDGFA;LINC01833;CRYZL2P-SEC16B;ADCY9;LINC02757;LINC01119;LINC01679;NOTCH2;PRDM16-DT;SMAD3;CD44-DT;TALDO1;ENO1;CD19;HDAC6;FBXW7;ZDHHC11;LINC00865;KLF3-AS1;TFAP2A-AS1;MAPK4;SHH;GNB4;LRP5;RAI1-AS1;SOS1;TMEM123-DT;PCOLCE-AS1;MIR3681HG;NOD2;WNT5A;SLC35A1;IKBKB;MIR9-3HG;LINC01637;MIF-AS1;FGFR1;STAT1;ZFYVE9;PTPN6;LINC01108;ABCA3;VAV1;PIK3R3;FLNB-AS1;E2F3;KSR2;LINC00158;FOXD2-AS1;SNHG28;TLR2;LINC01806;SDC3;LINC02631;SLC37A4;LHB;MACORIS;MIR210HG;NOD1;LINC03014;TBXAS1;LINC02365;CAV1;PCAT6;CSPG4;STAT2;PRKCA;GAS6-AS1
merged_Reactome_2022.gmt	Diseases Associated With Glycosaminoglycan Metabolism R-HSA-3560782	4/79	3.656908e-02	4.833925e-01	3.738138e+00	1.236782e+01	MAPK4;CSPG4;PRDM16-DT;SDC3
merged_Reactome_2022.gmt	Diseases Associated With O-glycosylation Of Proteins R-HSA-3906995	4/137	1.722004e-01	6.301040e-01	2.107506e+00	3.707307e+00	CRYZL2P-SEC16B;MAPK4;NOTCH2;KCNQ1OT1
merged_Reactome_2022.gmt	Diseases Associated With Surfactant Metabolism R-HSA-5687613	1/17	2.374582e-01	6.638849e-01	5.662532e+00	8.141384e+00	ABCA3
merged_Reactome_2022.gmt	Diseases Associated With TLR Signaling Cascade R-HSA-5602358	2/61	2.510936e-01	6.816829e-01	2.619843e+00	3.620438e+00	IKBKB;TLR2
merged_Reactome_2022.gmt	Diseases Of Carbohydrate Metabolism R-HSA-5663084	3/65	8.371184e-02	5.572504e-01	3.502861e+00	8.688408e+00	CRYZL2P-SEC16B;SLC37A4;TALDO1
merged_Reactome_2022.gmt	Diseases Of DNA Repair R-HSA-9675135	2/101	4.762059e-01	7.527451e-01	1.563284e+00	1.159808e+00	FIRRE;MIF-AS1
merged_Reactome_2022.gmt	Diseases Of Glycosylation R-HSA-3781865	11/285	5.885252e-03	3.331628e-01	2.662130e+00	1.367085e+01	MAPK4;SDC3;CRYZL2P-SEC16B;NOTCH2;PRDM16-DT;PCOLCE-AS1;MIRLET7BHG;FLNB-AS1;LINC02532;KCNQ1OT1;CSPG4
merged_Reactome_2022.gmt	Diseases Of Metabolism R-HSA-5668914	15/493	1.224975e-02	3.333077e-01	2.064044e+00	9.086436e+00	MAPK4;SDC3;CRYZL2P-SEC16B;SLC37A4;NOTCH2;ABCA3;PRDM16-DT;PCOLCE-AS1;TALDO1;FLNB-AS1;TBXAS1;LINC02532;CSPG4;FOXD2-AS1;GAS6-AS1
merged_Reactome_2022.gmt	Diseases Of Mitotic Cell Cycle R-HSA-9675126	2/75	3.329749e-01	7.170980e-01	2.119235e+00	2.330498e+00	E2F3;MIF-AS1
merged_Reactome_2022.gmt	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	23/845	8.245752e-03	3.333077e-01	1.837548e+00	8.816661e+00	MIR155HG;PDGFA;PRDM16-DT;SMAD3;CD19;HDAC6;FBXW7;MAPK4;SHH;LRP5;SOS1;MIR9-3HG;MIF-AS1;FGFR1;STAT1;ZFYVE9;LINC01108;VAV1;PIK3R3;FLNB-AS1;KSR2;FOXD2-AS1;GAS6-AS1
merged_Reactome_2022.gmt	Disinhibition Of SNARE Formation R-HSA-114516	1/9	1.336723e-01	6.095749e-01	1.099667e+01	2.212931e+01	PRKCA
merged_Reactome_2022.gmt	Disorders Of Developmental Biology R-HSA-9675151	1/23	3.070780e-01	7.070871e-01	4.151192e+00	4.901120e+00	PRKCA
merged_Reactome_2022.gmt	Disorders Of Transmembrane Transporters R-HSA-5619115	3/350	9.173958e-01	9.915764e-01	6.203945e-01	5.348808e-02	MIR155HG;ABCA3;SLC35A1
merged_Reactome_2022.gmt	Displacement Of DNA Glycosylase By APEX1 R-HSA-110357	1/17	2.374582e-01	6.638849e-01	5.662532e+00	8.141384e+00	MPG
merged_Reactome_2022.gmt	Dopamine Neurotransmitter Release Cycle R-HSA-212676	1/45	5.123440e-01	7.793708e-01	2.096450e+00	1.402020e+00	MAPK4
merged_Reactome_2022.gmt	Dopamine Receptors R-HSA-390651	1/9	1.336723e-01	6.095749e-01	1.099667e+01	2.212931e+01	DRD4
merged_Reactome_2022.gmt	Downregulation Of ERBB2 Signaling R-HSA-8863795	1/57	5.974517e-01	8.114193e-01	1.650126e+00	8.499499e-01	MIF-AS1
merged_Reactome_2022.gmt	Downregulation Of ERBB2:ERBB3 Signaling R-HSA-1358803	1/25	3.288469e-01	7.126118e-01	3.811912e+00	4.239468e+00	MIF-AS1
merged_Reactome_2022.gmt	Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity R-HSA-2173795	2/61	2.510936e-01	6.816829e-01	2.619843e+00	3.620438e+00	SMAD3;STAT1
merged_Reactome_2022.gmt	Downregulation Of TGF-beta Receptor Signaling R-HSA-2173788	3/51	4.674387e-02	5.031884e-01	4.517381e+00	1.383706e+01	SMAD3;MIF-AS1;ZFYVE9
merged_Reactome_2022.gmt	Downstream Signal Transduction R-HSA-186763	3/55	5.627571e-02	5.031884e-01	4.172306e+00	1.200578e+01	SOS1;PDGFA;STAT1
merged_Reactome_2022.gmt	Downstream Signaling Events Of B Cell Receptor (BCR) R-HSA-1168372	3/156	4.491253e-01	7.487739e-01	1.419295e+00	1.136080e+00	NFATC2;IKBKB;MIR155HG
merged_Reactome_2022.gmt	Downstream Signaling Of Activated FGFR1 R-HSA-5654687	3/59	6.665229e-02	5.064551e-01	3.876091e+00	1.049749e+01	SOS1;FGFR1;MIF-AS1
merged_Reactome_2022.gmt	Downstream Signaling Of Activated FGFR2 R-HSA-5654696	2/57	2.276642e-01	6.638849e-01	2.809262e+00	4.157380e+00	SOS1;MIF-AS1
merged_Reactome_2022.gmt	Downstream Signaling Of Activated FGFR3 R-HSA-5654708	1/47	5.276818e-01	7.849632e-01	2.006065e+00	1.282401e+00	SOS1
merged_Reactome_2022.gmt	Downstream Signaling Of Activated FGFR4 R-HSA-5654716	2/51	1.928787e-01	6.301040e-01	3.150790e+00	5.185235e+00	SOS1;MIF-AS1
merged_Reactome_2022.gmt	Downstream TCR Signaling R-HSA-202424	2/186	7.957886e-01	9.315917e-01	8.392262e-01	1.916975e-01	IKBKB;MIR155HG
merged_Reactome_2022.gmt	Drug ADME R-HSA-9748784	5/189	1.806385e-01	6.301040e-01	1.864978e+00	3.191458e+00	UGT2B15;CRYZL2P-SEC16B;UGT2B17;VAV1;LINC02532
merged_Reactome_2022.gmt	Dual Incision In GG-NER R-HSA-5696400	1/81	7.258000e-01	8.842608e-01	1.156675e+00	3.706921e-01	MIF-AS1
merged_Reactome_2022.gmt	Dual Incision In TC-NER R-HSA-6782135	1/129	8.729639e-01	9.682044e-01	7.227448e-01	9.819285e-02	MIF-AS1
merged_Reactome_2022.gmt	E2F Mediated Regulation Of DNA Replication R-HSA-113510	1/43	4.965099e-01	7.662456e-01	2.195341e+00	1.537072e+00	FIRRE
merged_Reactome_2022.gmt	E3 Ubiquitin Ligases Ubiquitinate Target Proteins R-HSA-8866654	2/110	5.213741e-01	7.842457e-01	1.432918e+00	9.332416e-01	HLTF;MIF-AS1
merged_Reactome_2022.gmt	ECM Proteoglycans R-HSA-3000178	2/109	5.164849e-01	7.801602e-01	1.446325e+00	9.556004e-01	MAPK4;ITGB5
merged_Reactome_2022.gmt	EGFR Downregulation R-HSA-182971	2/61	2.510936e-01	6.816829e-01	2.619843e+00	3.620438e+00	DUSP5-DT;MIF-AS1
merged_Reactome_2022.gmt	EGFR Interacts With Phospholipase C-gamma R-HSA-212718	1/17	2.374582e-01	6.638849e-01	5.662532e+00	8.141384e+00	DUSP5-DT
merged_Reactome_2022.gmt	EGFR Transactivation By Gastrin R-HSA-2179392	2/15	2.284862e-02	4.168722e-01	1.157516e+01	4.374095e+01	SOS1;PRKCA
merged_Reactome_2022.gmt	EGR2 And SOX10-mediated Initiation Of Schwann Cell Myelination R-HSA-9619665	2/57	2.276642e-01	6.638849e-01	2.809262e+00	4.157380e+00	MAPK4;PRDM16-DT
merged_Reactome_2022.gmt	EML4 And NUDC In Mitotic Spindle Formation R-HSA-9648025	1/193	9.545982e-01	9.990393e-01	4.807961e-01	2.234010e-02	CENPT
merged_Reactome_2022.gmt	EPH-Ephrin Signaling R-HSA-2682334	3/181	5.478270e-01	7.919593e-01	1.218872e+00	7.335121e-01	MAPK4;MIR9-3HG;PRDM16-DT
merged_Reactome_2022.gmt	EPH-ephrin Mediated Repulsion Of Cells R-HSA-3928665	1/97	7.877820e-01	9.278763e-01	9.640668e-01	2.299626e-01	MAPK4
merged_Reactome_2022.gmt	EPHB-mediated Forward Signaling R-HSA-3928662	1/67	6.569444e-01	8.493747e-01	1.401236e+00	5.887375e-01	MAPK4
merged_Reactome_2022.gmt	ER To Golgi Anterograde Transport R-HSA-199977	1/265	9.857921e-01	9.999323e-01	3.485590e-01	4.987818e-03	MAPK4
merged_Reactome_2022.gmt	ER-Phagosome Pathway R-HSA-1236974	4/176	3.036993e-01	7.070871e-01	1.627607e+00	1.939647e+00	SEC61A1;IKBKB;MIR155HG;TLR2
merged_Reactome_2022.gmt	ERK/MAPK Targets R-HSA-198753	2/43	1.478569e-01	6.277387e-01	3.759780e+00	7.186860e+00	DUSP4;MEF2C
merged_Reactome_2022.gmt	ERKs Are Inactivated R-HSA-202670	1/25	3.288469e-01	7.126118e-01	3.811912e+00	4.239468e+00	DUSP4
merged_Reactome_2022.gmt	ESR-mediated Signaling R-HSA-8939211	5/368	6.946265e-01	8.678564e-01	9.374639e-01	3.415940e-01	GNB4;MIF-AS1;PIK3R3;CAV1;MYB
merged_Reactome_2022.gmt	Early SARS-CoV-2 Infection Events R-HSA-9772572	1/73	6.883446e-01	8.619011e-01	1.284859e+00	4.798506e-01	SDC3
merged_Reactome_2022.gmt	Effects Of PIP2 Hydrolysis R-HSA-114508	2/53	2.044058e-01	6.571494e-01	3.028105e+00	4.807565e+00	MAPK4;DGKA
merged_Reactome_2022.gmt	Eicosanoids R-HSA-211979	1/23	3.070780e-01	7.070871e-01	4.151192e+00	4.901120e+00	TBXAS1
merged_Reactome_2022.gmt	Elastic Fibre Formation R-HSA-1566948	2/77	3.445168e-01	7.211655e-01	2.062875e+00	2.198226e+00	PCOLCE-AS1;ITGB5
merged_Reactome_2022.gmt	Endogenous Sterols R-HSA-211976	1/53	5.708698e-01	8.015995e-01	1.776230e+00	9.957441e-01	RXRA
merged_Reactome_2022.gmt	Ephrin Signaling R-HSA-3928664	1/35	4.278815e-01	7.420747e-01	2.705563e+00	2.296777e+00	MAPK4
merged_Reactome_2022.gmt	Epigenetic Regulation Of Gene Expression R-HSA-212165	2/224	8.721098e-01	9.682044e-01	6.944721e-01	9.503149e-02	SIN3B;MIF-AS1
merged_Reactome_2022.gmt	Erythropoietin Activates RAS R-HSA-9027284	2/25	5.890046e-02	5.031884e-01	6.646006e+00	1.882087e+01	SOS1;VAV1
merged_Reactome_2022.gmt	Estrogen-dependent Gene Expression R-HSA-9018519	2/230	8.814395e-01	9.706649e-01	6.760173e-01	8.531267e-02	MYB;MIF-AS1
