Feature,Importance
CMAS,1.748883604573978e-10
HOTTIP,1.748636889090988e-10
SCNN1G,1.742304168306812e-10
CASP2,1.7335101014318179e-10
STS,1.724749613404211e-10
ISCA1,1.715435677703259e-10
BRF2,1.7106980483580064e-10
ZNF655,1.7082269715855448e-10
ZDHHC2,1.7031612601926414e-10
NR2C1,1.7002452947399085e-10
MROCKI,1.6941336480327022e-10
EFNB1,1.6890771772511088e-10
PCCA,1.6784956036344274e-10
PHYH,1.670091512146573e-10
SDC4,1.6652736134738994e-10
GSTZ1,1.660752614197121e-10
NEO1,1.649507304448652e-10
ZNF704,1.6483924741917694e-10
ALDH2,1.6298981858953036e-10
ZDHHC12-DT,1.6274877513005544e-10
FOXD1-AS1,1.6244232281608734e-10
HHAT,1.6136549008459238e-10
PPM1K,1.6125712173615074e-10
ZNF302,1.6088807822651885e-10
EPHA5-AS1,1.6071554160152266e-10
ASAH1,1.601812784096387e-10
TKT,1.6005094048270123e-10
GNPDA1,1.5851107515264557e-10
ZNF169,1.581349646678718e-10
SLC6A8,1.5749813190360394e-10
EPS15-AS1,1.5715395394053708e-10
SLC22A15,1.562942018154535e-10
CHST10,1.5455276771703347e-10
MNX1-AS2,1.5451271123586728e-10
ST3GAL3,1.541942455326647e-10
SLC1A5,1.531333512185615e-10
EPIC1,1.527970306090921e-10
HMG20B,1.527780268164941e-10
ACSBG1,1.5264642592188492e-10
SLC9A8,1.5227687604069348e-10
LINC01124,1.521105413174249e-10
NR2E1,1.5090916544239367e-10
FAH,1.506799099889722e-10
PHC2,1.4950440650156797e-10
CTNS,1.491512959201437e-10
SMPD1,1.485914989317692e-10
MAP3K5,1.4828166348484118e-10
FUT1,1.4826858471693616e-10
ADRB1,1.4808209195108619e-10
SQLE,1.4792929533508478e-10
YWHAG,1.4756831692792948e-10
ACP2,1.4751792331992014e-10
FRS3,1.4727619612162386e-10
ESRP2,1.471302320565419e-10
GSTO2,1.4695015387126993e-10
ZNF606,1.4688353202247464e-10
ZNF540,1.4658616878120738e-10
TWF2-DT,1.4650375834039834e-10
CNOT6,1.4644489063079639e-10
NNMT,1.4627521305651164e-10
DLGAP1-AS5,1.456123470136688e-10
SMUG1,1.451705348966936e-10
LINC00482,1.4492273900623876e-10
P3H2-AS1,1.4410528640489952e-10
OGG1,1.4291766651358537e-10
