Feature,Importance
PARP16,1.0172066260599842e-10
KCNJ11,1.0146309050343223e-10
SMAD4,1.013919876502066e-10
AGAP2-AS1,1.0087946432778026e-10
SCIRT,1.0025555436551257e-10
ZNF101,1.0025224030673768e-10
EDEM2,1.000768935484319e-10
LINC02487,9.963005608210711e-11
ZNF263,9.952895445142836e-11
B3GALT4,9.936800287011275e-11
RAPGEF1,9.92773589103251e-11
MCCC2,9.902850979213548e-11
TMPRSS2,9.885348591262482e-11
FBXL19-AS1,9.884207913464272e-11
PLA2G4D,9.870977356289995e-11
LINC02600,9.864389426493894e-11
SPATA41,9.810322591025128e-11
HSPD1,9.80763110261638e-11
CBX1,9.778660372110919e-11
ZNF483,9.770397579570994e-11
PLCH1,9.769935371416056e-11
GTF2H4,9.763672422641312e-11
U2AF2,9.733473341068193e-11
ZFP37,9.712269662138542e-11
RRAGB,9.698244859832401e-11
RNF41,9.664754000038389e-11
ZKSCAN4,9.65500193514487e-11
CRYM,9.642469240667624e-11
PART1,9.626571313079789e-11
SFTPA2,9.61023961991282e-11
RNF185,9.593755338075996e-11
PIAS3,9.590643487103685e-11
ATP8A2,9.587766665852344e-11
ERVE-1,9.53334519751769e-11
GCNT1,9.479605722620262e-11
PIAS2,9.44762285510935e-11
GAA,9.442079775423314e-11
TLR5,9.440932874687938e-11
ADPGK,9.435754558053293e-11
SP3,9.383715476555897e-11
TROAP-AS1,9.381336579754481e-11
CTSV,9.37594583694193e-11
SLC9A3,9.365182710809008e-11
PLAGL1,9.331344701819523e-11
SLC1A4,9.324997979114604e-11
SLC35A1,9.306010552288316e-11
ZNF354B,9.223121548897744e-11
AKAP1,9.209823960848862e-11
PGM2L1,9.201618094542498e-11
LINC00261,9.183143169521877e-11
IL1R1,9.181123725007035e-11
GMPS,9.16749670488646e-11
INPP5B,9.137317125358852e-11
ZNF662,9.089132947042262e-11
LINC00664,9.013306874733194e-11
SLC7A8,8.993093589737635e-11
EPHB3,8.981178636340909e-11
VAC14,8.933037856717344e-11
STEAP1B-AS1,8.866211588491613e-11
TBX2-AS1,8.843975233851316e-11
SLC1A1,8.822024668209558e-11
PARP1,8.79475653758389e-11
GATA4,8.787721971353079e-11
TEX41,8.785792291707533e-11
GNL3,8.780926588622652e-11
POLG-DT,8.770583074500818e-11
PPM1A,8.7376174393777e-11
CAPN2,8.731260906504882e-11
ZNF12,8.728719890730527e-11
CENPN-AS1,8.72603393656469e-11
CAPN15,8.697239332525533e-11
INPP5J,8.692190712596978e-11
SLC9A2,8.691621688416212e-11
LINC00598,8.644096474066268e-11
COLGALT1,8.633330139755845e-11
VIM-AS1,8.631593194527848e-11
TWIST1,8.622773931191359e-11
VDR,8.584162380333188e-11
PHF1,8.578113402611508e-11
SLC2A4,8.51984862408007e-11
PRKG2,8.514227209890415e-11
ZNF500,8.512647791859482e-11
AK4,8.474436878125973e-11
CTSL,8.431570747756082e-11
ZNF44,8.406697559566137e-11
PROX1-AS1,8.397474606348621e-11
ZNF248,8.376646578926605e-11
EFHD2-AS1,8.368153223949988e-11
COLGALT2,8.335759167131964e-11
CERS3,8.307143723121195e-11
PGM1,8.30092630276436e-11
ZNF181,8.259215211552451e-11
OPRK1,8.202943039343124e-11
PARP6,8.193952752409043e-11
CDK19,8.158828726807445e-11
RBL1,8.147178032885152e-11
VAV2,8.144864334299034e-11
CHST8,8.069685966037917e-11
SMOX,8.035680303464679e-11
LINC00507,8.010728774807659e-11
ZNF442,7.972130567836173e-11
SGPP2,7.959710914495117e-11
DPAGT1,7.947403841641221e-11
CYP2J2,7.946361982108458e-11
LINC01670,7.927702182889629e-11
ZNF527,7.878278894332036e-11
ZNF850,7.864963405305737e-11
UAP1L1,7.853437245923812e-11
GAPDH,7.851585049977502e-11
MAPKAPK3,7.818917932769733e-11
SLC25A32,7.766431106619078e-11
CYP4F2,7.759180525069956e-11
LINC01273,7.749001605829164e-11
LINC01610,7.727454404299563e-11
TAF2,7.720253568136422e-11
RANBP3-DT,7.688179875133213e-11
AUH,7.66212380795727e-11
COL9A3,7.658394007797004e-11
HIC1,7.653729297947319e-11
SLC44A5,7.562429969692174e-11
THEM5,7.555445579817711e-11
BTRC,7.552348924174137e-11
DGCR5,7.501071188882949e-11
YES1,7.497342053915623e-11
SLC13A3,7.492542354541005e-11
TUBB,7.478851327134313e-11
ZNF875,7.471252656057375e-11
MLYCD,7.463796694159166e-11
MIR600HG,7.439357583774967e-11
INSYN1-AS1,7.41304771100245e-11
AGRN,7.395247893215735e-11
ZNF234,7.373772328000367e-11
ZNF703,7.34564185331615e-11
GTF3C1,7.336226737476235e-11
GPC2,7.31457182746978e-11
DYRK2,7.296552503504121e-11
RYR3,7.232984230783733e-11
IRS1,7.20866931953667e-11
ZNF764,7.202323411831453e-11
ALG1,7.179623696876334e-11
AZIN2,7.174370569470423e-11
UGCG,7.169211297367137e-11
