"","H005","H010","H011","H012","H013","H014","H015","H016","H017","H019","H020","H021","H023","H027","H028","H029","H030","H031","H033","H035","H036","H037","H038","H039","H040","H041","H042","H043","H044","H045","H046","H047","H048","H049","H051","H053","H054","H055","H056","H057","H058","H059","H060","H062","H063","H065","H066","H069","H072","H073","H077","H078","H079","H080","H081","H082","H084","H088","H089","H090","H093","H094","H095","H099","H100","H101","H102","H103","H104","H105","H107","H108","H109","H110","H111","H113","H115","H117","H118","H135","H148","H163","H164","H165","H167","H169","H171","H173","H187","H192","H194","H225","H228","H231","H233","H234","H236","H238","H239","H240","H242","H243","H246","H247","H249","H255","H257","H260","H265","H266","H270","H271","H272"
"GPR176_SIG",0.0821418159273267,0.0585843984584654,0.042589699422778,0.0791572798913251,0.0790722583169524,0.0274391333319596,-0.00800884603494221,0.132836962316361,0.0584880537881121,0.103761723939391,-0.0635439363172308,-0.0736694948892025,0.0119062551223889,0.0031733471780881,0.0439357967958931,-0.00500279514462721,0.056801138177587,0.0535189916371553,0.0547013306785215,0.0806108881206065,0.0456343878107927,-0.0385879402863221,0.0503264169729712,-0.0206060283597225,0.186714944814789,-0.0246869171723444,0.143256839476259,-0.00815824641288304,0.198914349483277,0.0837291532864719,0.0159600349670859,0.0951143179147526,-0.0152839063491806,0.0630153513991395,0.0988617758466239,0.0375595551709942,-0.0469117736563243,-0.0690992294386,-0.0409140986071714,0.00447561802814023,-0.0306795536916685,0.0702778673194549,-0.0470686088107805,0.0330600863945699,0.0470298709837455,-0.0193391066435653,0.0324347320727514,-0.0042060966099474,0.0494980456996528,0.0259074884069257,0.0906733950078908,-0.00711239975058458,0.0953463218836145,0.00243064169761522,0.0290894800806206,0.0374884194510541,0.00447853191790838,0.0522919889712015,0.00587095345876654,0.0202139775984751,0.115130842364415,0.158703926331504,0.117286922505448,0.0415184108061921,0.111271962802917,0.162045829152998,0.128765252892549,0.119260402544358,0.0392362542662478,0.107743677351595,0.0647031379447583,-0.0763975756326927,0.135060608857208,-0.0383520697177989,0.0662946708988945,0.0269729303533811,-0.0845559539170009,0.1000177453505,-0.0605378675710184,0.0100385472546525,0.0846578580305514,0.0379610477012871,0.0154462810276458,0.0539063339792539,0.0625333711261075,0.0518430652578366,0.0710047240465348,0.0376193526105908,0.0635078213254816,0.0396497549958886,0.0400630161590962,0.0395780434171952,0.0739004218806402,0.0649454555439899,-0.0424990699684353,0.0237511153458662,-0.0695483778144216,0.0215045064321519,0.0166639074849065,0.0322851475777223,0.110152492741062,-0.0444486259487033,0.0490851788033171,0.0827780559766779,0.0325103463303851,0.0348723908620237,0.0778101505060816,0.1102835765171,0.0527265382102992,-0.0458002435046296,-0.0773923682760546,-0.0339315503446986,0.00778802954094909
"GPR183_SIG",0.0265223439329042,0.0303572246840937,0.129650227194207,-0.0170928658041259,0.0347832841947945,0.0301649809050977,0.0995769981890028,0.174907040096968,0.0407115212777029,-0.0132669864387647,0.0967645173713563,0.0616831230831969,-0.0181992915460848,-0.00353006574345644,0.237762330959214,0.084846834094333,0.0548766351956495,0.20026137798431,0.0661378614046356,0.114887490324914,0.110556021219332,0.0737339669709347,0.105599053869206,0.0802682096760102,0.0625650942701915,0.110217456700252,0.0529188870054874,0.0568653489038063,0.0862785064508552,0.0620714417598679,0.108288257087999,0.0460400503204464,0.0280880640733299,0.0440254914312692,0.145919490771244,0.0617200095228215,0.136738776546389,0.106103965370435,0.0631179017858111,0.0462888274428137,0.0175734172957635,0.207129037793972,0.0521465017376438,0.226188283063877,0.16383203757467,0.0152769620762466,0.0217727006999314,0.00740484576740969,0.0654326646223957,0.0104871509035294,0.00297713369028406,-0.00283754814318054,0.0392118447720835,0.0548109930994854,0.111375896126719,0.107366260230312,0.0125942038924829,0.091351073384766,0.0654069819054663,0.0665057543395283,0.0879753469621544,0.222408090732002,0.0597617200732878,0.0781258581479887,0.109063729257032,0.174961921569025,0.188465813284459,0.0732984799701421,0.0257584496816788,0.166297453060283,0.0371134514696066,0.10764840462641,0.144056546878532,0.130950662820661,-0.0188176760495186,0.208276079256877,0.0327288394700877,-0.0261942575958792,0.0678236658724722,0.14761472416659,0.0223902512340639,0.072698275725176,-0.00181824426876916,0.0394207126204779,0.0200223712413742,0.214613314809433,0.0269686819696271,0.0184326126755313,0.0239813154845916,0.0908418340800746,0.207877178952844,0.108370312171942,0.0917571127697658,0.0439877813019363,-0.000484652936953049,0.106244156065888,0.0635618591187443,0.119828213462043,0.150649099839347,0.125570624174569,0.0423067535050675,0.0079728868216644,0.0579058455974964,0.196156189655853,0.169830308370912,0.0547254096721083,0.0838290784178394,-0.00499607993741671,0.0152440664807127,0.0645822051947676,0.00506192985344463,0.073321859625941,0.0113006667586145
"GPR25_SIG",-0.058201294201559,-0.0949474732030458,-0.127236201725267,-0.0231464657737461,0.00699880561779675,-0.0803323490824627,-0.0865126510280031,-0.129133140544638,-0.0157299627547721,-0.0365997510687023,-0.0958537672203726,-0.0944208948995453,-0.0318275631534941,-0.0247775339807334,-0.0388408195213197,-0.0497289389574178,-0.0420983626264059,-0.070005902181164,-0.110490615424324,-0.120805867444053,-0.11001250996242,-0.165110898148837,-0.125842490692797,-0.130148754428044,-0.111035225750623,-0.136170405451448,0.0215043383624475,-0.0639793000751718,-0.0765354472469372,-0.0671684099731311,-0.100889493180141,-0.0470994610040139,-0.0260325399330379,-0.117549641974132,-0.00420447925444552,-0.125735193851728,-0.127474977259943,-0.0913661268070728,-0.108819007543439,-0.0989566715892627,-0.0896869145361975,-0.0823303062293104,-0.135174758842838,-0.0788635635034773,-0.0949124246756006,-0.063232550706367,-0.0247463841050757,-0.0305677946209298,-0.0729723438135874,-0.0848137405725447,-0.13937731148217,-0.0670647806689629,-0.0799006091259396,-0.0480050696205937,-0.0923663865084692,-0.108615705705951,-0.0776264650797048,-0.136275413706805,-0.0956170343996214,-0.0821403045494278,-0.0490443962787254,-0.0195086106282886,-0.0629493018034103,-0.112526056420831,-0.17038132026275,-0.0940628045934917,-0.0548492487652655,-0.028546018614079,-0.122987666260266,-0.0880681339275259,-0.0207737405974794,-0.0793207936100406,-0.0686470756210509,-0.100964662128175,-0.00328473307249735,-0.0684721358871389,-0.130480624167123,-0.0385713300123597,-0.0319328921276246,-0.157291025188457,-0.0113127372684736,-0.117070322826629,-0.0282031117745261,-0.125367840840069,-0.028992252281192,-0.11827292027662,-0.0457732894433378,-0.0740982020717186,-0.029614452850938,-0.0544263238419137,-0.138385724824437,-0.0838036195795924,-0.0798307472008637,-0.0754914997273437,-0.00683101304526309,-0.0276297341360769,-0.129221589842021,-0.0463150874887302,-0.0862397916496398,-0.137549030580921,-0.0685282840851832,-0.0777301165511425,-0.0396179393953975,-0.070248212153321,-0.0679207550612829,-0.0227313172563052,-0.0591886913226087,-0.086204076288167,-0.0191192121735067,-0.141752092917851,-0.0890717592218375,-0.131690621753033,-0.0316029204948695
"GPR31_SIG",-0.00633465465655798,-0.0836914058558132,-0.0839289969901421,-0.0661624483648944,-0.0435490666156918,-0.11508901491614,-0.14538943569102,0.0511960594004614,-0.169358254487786,-0.140278215530093,-0.066958616057676,-0.0766505087617635,-0.0659259874229526,-0.141723705784245,-0.111673336126879,-0.134086340207603,-0.133188043837153,0.0124431080162718,-0.140489175187402,-0.0454572893904063,-0.0607861371580196,-0.106702577411147,-0.0648662711543765,-0.0971205091168609,-0.0270807513599974,-0.102602001722868,-0.104677103391119,-0.109332932220231,-0.0591529713353369,-0.127479446652176,-0.0906309077945102,-0.124286436295796,-0.167790398262917,-0.0923534358921385,-0.117949135129088,-0.0909273372475072,-0.0703713875787007,-0.128749461648839,-0.141733311660732,-0.0978496587224469,-0.161819038312369,-0.0869503831788428,-0.123976428764523,-0.134201178743555,-0.00798581181724713,-0.139850472905821,-0.199721569158566,-0.197697046162758,-0.106665056578071,-0.034508528408532,-0.130536797531621,-0.0860163541450774,0.0246829385250995,-0.116373700739191,-0.0898254796997722,-0.0147270293870684,-0.144186699391953,-0.0691091246170353,-0.0993810865046573,-0.181048242220744,-0.170068969824274,-0.0882539337511468,-0.117556355744743,-0.0770554511045215,0.019518015240594,-0.101385264697682,-0.103176627099737,-0.136285224334824,-0.131588191235511,-0.0126673471868509,-0.16456907378293,-0.112391719009694,-0.119175680847636,-0.0762038175335221,-0.170069972531979,-0.0981263387367659,-0.124935509592058,-0.135180644830515,-0.174863036769558,-0.0659105648535261,-0.141941768771336,-0.0983393641623661,-0.139139654014452,-0.108880571247525,-0.119659325105228,-0.0744022315029405,-0.138587650025539,-0.107186547487732,-0.150861761272993,-0.0799437885614402,-0.0903856681798229,-0.0700241858922551,-0.0911773494199811,-0.140159606029888,-0.137288264220779,-0.144372093936094,-0.0804197732441845,-0.14542968082595,-0.126049498997687,-0.0876995909803566,-0.0849607855936552,-0.137967488328324,-0.154599376613188,-0.0196423044055022,-0.126915645764678,-0.169162583919218,-0.137178563229166,-0.141301073839809,-0.136680010065113,-0.124995804225074,-0.136060822522063,-0.131441582245721,-0.152824341727056
"GPR34_SIG",0.0674029780627668,0.0140240248800488,0.094629661005058,-0.0394627149356087,0.0242680370480304,0.0325701750794134,0.000187167880481925,0.071740002367611,-0.0353203593280361,0.0658797920313753,0.0208142870313338,0.112670396238444,-0.00650398535515766,-0.00528608395167112,0.105890886752909,0.0933250868426484,0.000691805655396362,0.0890116240911394,0.0542924304844673,0.0841646883782918,0.0280729410034328,0.118411562099537,0.0917661491400525,0.050728147917956,0.032364151959775,0.0600718663741437,-0.0372486983520845,-0.0412971012865102,0.0284477205351123,-0.0120877874758003,0.0327260584347239,0.00158564612546596,0.0978507854145487,0.0967388920915635,-0.100893399006795,0.0550784937416236,0.05683208585049,0.0643102253499941,0.101584717569149,0.0801532902959759,0.0679373009666002,0.0212729612360632,0.117913390045517,0.116394558877235,0.141418672167834,-0.00824569360221214,0.0420107194470416,0.0582223974497562,0.0281690532866648,0.0799440089475691,0.041740833933247,-0.0154158411183443,-0.00992954053046951,0.00412542730730767,0.0688617041537074,0.0815424467619219,0.00597800400167775,0.0928936920031478,0.0814354302370758,0.088679440978356,0.0332229878008769,0.0735223079300884,-0.0629143060048612,0.0852424807239353,0.0449367567650377,0.0606239618037305,0.0165774790868817,0.0574300784751756,-0.0116950716647269,0.122912356955896,0.0260330284995567,0.0109552032210209,-0.0685728277212024,0.0266615236219139,-0.0611662432522611,0.106628566385336,0.0911728362482303,0.0188353897861673,0.0878057681234753,0.0686184840854405,-0.0242277866501213,0.0334935155140416,0.0208424541624162,0.012300265720376,0.0323511061801029,0.119486680372232,-0.0234627791902784,0.0856495689508883,0.00786575056608247,0.0824816285407195,0.14935401927155,0.0522853812490568,0.100852886681542,0.0197308162951247,0.0545564383362149,0.00739686206063279,0.0816319870455654,-0.0400951511043589,-0.0103249877099591,0.101792100879299,-0.0351994905245267,-0.0124974047501967,0.00601033610538932,0.124988704829933,-0.0419980010273815,0.0163143041885725,0.0231731703048145,0.0375430459778197,0.0113149055379426,0.103838170712932,0.138957593956201,0.098213321162237,-0.0266507082729247
"GPR35_SIG",0.0170576822564566,0.0566896168679638,-0.0158765967961441,0.0652658923070931,0.0572028422389223,-0.00587720688272739,-0.0130440655179669,0.0277098795669794,0.0330610428459907,-0.0117837485313767,0.0185151174514183,0.0423650841193084,0.075438087137459,0.0772167747255036,-0.00664898124768919,-0.00749709333119008,0.0633158015086808,0.0439981416804112,-0.0117507483047749,0.0193964671192104,0.043118512501206,-0.0263674713657635,0.0189023182383232,0.0301234589348346,0.0520063535656251,0.0376427804907876,0.0394199939546271,0.0796329940708515,0.00651422118998243,0.052853555849057,0.0395284532976669,0.0849142089878833,0.0406551514857168,0.00849774392615755,0.097388308420019,0.0448302579714841,-0.0346721193817004,-0.0120718071050181,0.0418243148287373,0.00585738617670185,0.0233638945121735,0.0303936507696554,-0.0179737387346333,0.0533402766296366,0.0298076540726324,0.0479180538163629,-0.00399310525182318,0.043107249105476,0.0731649375392723,-0.0906594432918207,-0.00865529971963796,0.0495343744650936,0.0605377125927749,0.0574869856493653,0.0935033805797588,0.0446631038844511,0.0482157110121698,0.00827992433784005,0.0504811212560147,0.0390736212322867,-0.0179849457973226,0.0376711868966647,0.0774425333179335,0.000752387208360776,-0.00242106229603399,0.00854073497025415,0.020644456338068,0.0357866748203794,0.029671071061707,0.0259894732240601,0.0329232195071625,0.0317895500175981,0.00961512535012392,0.00967505679942263,0.0916334496421888,0.0145781846425009,0.0168451381886734,0.0355419964198915,0.0324125359131228,0.010424087241113,0.0855317195406038,0.00222632422600083,0.0853614638791828,0.0156835421705024,0.0291036401528528,0.00451627922132772,0.065049003171225,0.0291237392929759,0.0083060023145362,0.0381441597987603,-0.0144056245575455,0.00210233938042648,0.0521506164667868,0.0705797354552781,0.0289409085359854,0.0563203006239935,0.0409566259934241,0.00233398833212869,0.0254990786939464,0.0310154578535602,0.0455661569767088,0.0512420860428776,0.0355377098929894,0.0439172315005284,0.0366503990535455,0.0566993216453157,0.0237381109025686,0.0330438093556495,0.0271655508065598,0.0152761189099421,0.0370032875414609,0.0344394175925822,0.0443737324751773
"GPR37L1_SIG",-0.130183202534987,-0.20204959917975,-0.216614093939336,-0.178169841350761,-0.144455551195383,-0.141098409465277,-0.172929419773839,-0.198905125747783,-0.189888163899534,-0.176023071052621,-0.268803091738225,-0.161327857346931,-0.148988218422554,-0.236703082574852,-0.155840069871047,-0.182033580136642,-0.160368587294095,-0.215004957908349,-0.215128763667824,-0.221709250156653,-0.18096402416898,-0.169388851374515,-0.219489213811236,-0.259670782549687,-0.175848812072919,-0.274792365480912,-0.216122904394821,-0.258076006171974,-0.183187556668382,-0.218272919637204,-0.221694490704769,-0.208729889019945,-0.184729941754821,-0.181471971735454,-0.188461796862534,-0.164971855874821,-0.215966875260224,-0.207125621667084,-0.266750234975205,-0.191800007153164,-0.214352083979614,-0.205735270645963,-0.196322793883386,-0.202916547977423,-0.187175671473631,-0.123036320883633,-0.120544736842918,-0.163479408441344,-0.24734851921727,-0.110619866586246,-0.120832987771369,-0.147954522419738,-0.157407932668864,-0.188337351735299,-0.256907258707539,-0.202558106903585,-0.161480477526146,-0.12772308105528,-0.189015154346344,-0.182441791175364,-0.153721161974863,-0.237824063090915,-0.233968116863213,-0.216542429937522,-0.203157879472725,-0.210801478873059,-0.231987945694312,-0.237323471764423,-0.174072591416644,-0.187762961903787,-0.166649736995304,-0.254416522418569,-0.139195242943622,-0.230376928793938,-0.154840975570875,-0.178784606999911,-0.175089047924716,-0.127963457615697,-0.25290181177361,-0.174508222260108,-0.18829731771367,-0.221131116602028,-0.192307891371082,-0.13927069860201,-0.163561055416948,-0.195891618177631,-0.170747349935542,-0.182539895148304,-0.138348932904687,-0.222531838831337,-0.176828718336629,-0.185459141666886,-0.181011993387254,-0.220264150661334,-0.184048711128655,-0.187437385497951,-0.226463977303533,-0.179053415237377,-0.156521029720931,-0.215970395385562,-0.127057454876563,-0.158008157293688,-0.151973149343036,-0.18996816963941,-0.192720650678518,-0.151719142877425,-0.13083669785371,-0.0505679823785366,-0.139777804179457,-0.168637366424311,-0.178903596446816,-0.167289995875485,-0.152474211073752
"GPR42_SIG",-0.0475115655299703,-0.20649598383122,-0.186980426336979,-0.0888060143272896,-0.150119299992119,-0.278756294360035,-0.222627162210612,-0.0959062920873952,-0.277098299497749,-0.246157363182739,-0.238574260702222,-0.11785086192853,-0.183090021309906,-0.30208898162651,-0.154403833665474,-0.166435594585259,-0.226345910358187,-0.142952763915517,-0.210378301927299,-0.21650102974723,-0.215914784688002,-0.16448189850044,-0.196594334207928,-0.20615397457679,-0.18172422216479,-0.249250831030064,-0.253603819824841,-0.264159012298363,-0.154397553785168,-0.236219962204405,-0.24894267634038,-0.285089069465118,-0.29780617818167,-0.247594136108837,-0.255629894504285,-0.247603967359587,-0.20713733429423,-0.248289398970118,-0.260454223857662,-0.218546329139407,-0.219503462552766,-0.223106926162642,-0.23475911989496,-0.237762455880774,-0.0206959156096709,-0.17600231685103,-0.259374541849522,-0.224210325486244,-0.234973361131199,-0.138478375559166,-0.196182071584492,-0.117370727114243,-0.0627857305782158,-0.210089918720992,-0.220986869244438,-0.102562693273043,-0.220384913565271,-0.298574100830941,-0.173553677913292,-0.193213159085656,-0.234128711052279,-0.180356456490622,-0.202138586563425,-0.194164537196869,-0.135943458748259,-0.182668490158982,-0.200009417095354,-0.216721836340495,-0.282137467952792,-0.119120690877486,-0.301347775406586,-0.257491380205696,-0.226838369078939,-0.272571214524336,-0.23309922217996,-0.155328887752531,-0.215720495696036,-0.266839633389773,-0.255834401257756,-0.144580913444039,-0.207159792179592,-0.237679304351315,-0.284718860131528,-0.151539031264806,-0.268415691672199,-0.214776456985931,-0.296160119120953,-0.283145099689153,-0.202916090232297,-0.188765415138726,-0.178547404986383,-0.212906488784621,-0.211074664756258,-0.244916412900868,-0.264923711509612,-0.266672532785161,-0.231932882106732,-0.208999537749975,-0.272913175822696,-0.171450244025727,-0.248705187341346,-0.243185842984286,-0.288564545752254,-0.173516018221904,-0.21246918784401,-0.232488082860335,-0.182232368454717,-0.186174043303609,-0.284244933298545,-0.196380142939429,-0.26257798797099,-0.204970248408602,-0.259053581318122
"GPR45_SIG",-0.137010482015586,-0.164495789664447,-0.189925163960823,-0.0729137502432828,-0.210874030470819,-0.114903559609514,-0.15648040616761,-0.162081562768709,-0.129627099147171,-0.135136771113733,-0.143537165721645,-0.136789221082863,-0.0849801124181584,-0.0826949580403659,-0.136929296178182,-0.116050293479916,-0.180382883562617,-0.187487578543189,-0.16247656090173,-0.176029231162035,-0.190359609179887,-0.191879340768797,-0.21991143682005,-0.134562157218466,-0.108238566978685,-0.169308266487861,-0.0969444598407471,-0.162208786164346,-0.150361457754801,-0.114916597386803,-0.134014894392623,-0.133182132265471,-0.10299093796704,-0.167796627581659,-0.0730509203859137,-0.10788753126827,-0.177895779785708,-0.17317084054799,-0.140708909720241,-0.204779528215285,-0.140275609292247,-0.118100747678577,-0.140591578808758,-0.131454848131512,-0.180944662286459,-0.0851381874518579,-0.166345111801491,-0.120082312235444,-0.109581213979977,-0.227365169539831,-0.181605382179364,-0.100945918757909,-0.16192590600994,-0.177239441695985,-0.13368521333469,-0.210721050801586,-0.149724400973674,-0.162289573832224,-0.176791906564311,-0.156104987632721,-0.187640662867828,-0.115097967156079,-0.0628001359191401,-0.191812662883763,-0.173141533366287,-0.155408251706883,-0.127767801837054,-0.126939638259839,-0.132304515962161,-0.181308420268148,-0.168302828598292,-0.117905218575305,-0.169118308993879,-0.173017368979701,-0.102922215033756,-0.175419568942355,-0.164188548399322,-0.158740629332942,-0.0961031001373402,-0.189940965093528,-0.102041249575827,-0.185943137102043,-0.140548359941527,-0.135089390243482,-0.136499382035388,-0.190834432570994,-0.159752786798308,-0.118690681278657,-0.149625722867305,-0.127077189295289,-0.225181017146321,-0.185186018823515,-0.1093722278042,-0.0602223712541777,-0.142351666224461,-0.0550839681001709,-0.16032437212155,-0.16605442314574,-0.16314074642339,-0.138338002828548,-0.183364681623093,-0.15867412661242,-0.162382270351873,-0.144340712636223,-0.12239567628862,-0.139127010097433,-0.166358812370862,-0.184380277197186,-0.166574839752265,-0.170407341851598,-0.0841344696861433,-0.131599054500557,-0.106386647758312
"GPR52_SIG",-0.0259974854176661,-0.140013298631017,-0.157982438508865,-0.0449122228023324,-0.0477393336015827,-0.130819219386064,-0.12810532008604,-0.0712040552738775,-0.0788946302429217,-0.136166209530888,-0.15929740003183,-0.0987470134885707,-0.0671572619135106,-0.143501891917059,-0.126272623233565,-0.160224848762463,-0.106743949883716,-0.132319626326431,-0.131712350674941,-0.0998325470117691,-0.0997211773537871,-0.104620534891878,-0.127899848989775,-0.15349213955083,-0.112575848152567,-0.167810698400172,-0.0641982286916754,-0.130579205050026,-0.105203878791237,-0.146892312940124,-0.120534475055787,-0.12463476705343,-0.13000215028081,-0.105108886469455,-0.110582466304949,-0.14550358349352,-0.143911099837156,-0.148225389926672,-0.168175184415694,-0.119169575822328,-0.135722722289077,-0.121301928107819,-0.140117850100246,-0.169930144350676,-0.0806805811726162,-0.124603531798118,-0.106971535029066,-0.132273540265148,-0.151991607229299,-0.0564686799497876,-0.12425707614243,-0.0861534184325656,-0.0308184882630553,-0.125128304216791,-0.215637951512145,-0.0698674897662207,-0.139318089818302,-0.0994536391952591,-0.087350970786363,-0.142924621719365,-0.140124983947446,-0.172673261804148,-0.186409731404761,-0.123969632792417,-0.0410359056857977,-0.158999164918642,-0.153237344919086,-0.102290312942174,-0.112765425102612,-0.117470647895796,-0.0792507308484795,-0.131223362328093,-0.117853170247191,-0.107221462160163,-0.124488871681571,-0.13693493868168,-0.120565810167845,-0.0748076204301005,-0.172893301500758,-0.10191485285569,-0.0843260103066034,-0.112108237714622,-0.078374745236786,-0.0563623986512764,-0.0826866635269,-0.129112107487839,-0.0791871300154359,-0.0956144909321997,-0.0319819456481071,-0.119620198030401,-0.124578833412702,-0.0768661532839967,-0.064696533383247,-0.123186404105491,-0.0677223662361564,-0.0978873527393114,-0.123255353472949,-0.113275910886483,-0.128826578305754,-0.124238982079287,-0.0900589680006754,-0.0987287656046652,-0.0898879705391607,-0.0767532574932546,-0.145563293723566,-0.0982240757857058,-0.0824681415907998,-0.0653812077863075,-0.0775842185544596,-0.125170112338027,-0.0893336798224932,-0.120646614355859,-0.131945597438095
"GPR55_SIG",-0.103231618437698,-0.0778946892037566,-0.153997844933723,-0.0274243860714218,-0.110989107694276,-0.140137902971599,-0.085486468178842,-0.0849278962522477,-0.108168993628776,-0.164676081625887,-0.0939467816352637,-0.0691124145433012,-0.118305767687003,-0.123170087351367,-0.0334802936448358,-0.0923825615124611,-0.151912511962878,-0.0532234759593688,-0.136047409794111,-0.126804321184618,-0.16062956248828,-0.116469800304695,-0.104106240356768,-0.110649070390808,-0.131981573855596,-0.107542793146096,-0.116772280003277,-0.131454034912774,-0.139003559740696,-0.101938179306101,-0.0761507474959331,-0.132268728986366,-0.0881545062432323,-0.116731511720537,-0.0935702386965486,-0.108526463405624,-0.101801827873815,-0.0786530204248047,-0.135320183787575,-0.124012246861464,-0.0643491873121538,-0.0912164692473237,-0.0706781766083689,-0.0858801565082889,-0.0762057496188288,-0.13974452218946,-0.0995876444952415,-0.112513055493885,-0.109052619019125,-0.110561136221447,-0.152174457608637,-0.118440122388815,-0.0731506703086592,-0.153455199574372,-0.123686053254013,-0.0674752211092464,-0.102424579197639,-0.0950151990320638,-0.110691804304573,-0.0777715014697847,-0.146354538069335,-0.0981476457474303,-0.122688220228335,-0.0986220134927756,-0.0782644696906826,-0.0824273939791834,-0.110673017317952,-0.110125586369906,-0.107661906975223,-0.121295030862338,-0.0738865448696546,-0.0613540541457327,-0.158607768528695,-0.0966752841849071,-0.125044620875356,-0.0691096528241408,-0.134149084056838,-0.154754812235909,-0.110868074865685,-0.0755304917873585,-0.110571665229833,-0.115362829083791,-0.0996167745233453,-0.121704131045953,-0.136364108965094,-0.0969164742163205,-0.144285676710301,-0.100925558170469,-0.175155808690213,-0.151926541646344,-0.106251461337163,-0.126413692997812,-0.107062147267495,-0.112415752826862,-0.0771391076074964,-0.071931936375937,-0.08976557971259,-0.0891832295578439,-0.134455748587655,-0.116729321549293,-0.149034939585292,-0.0856463358767165,-0.14252769565007,-0.0597909196921983,-0.129393580911654,-0.0951199212941995,-0.101087954323247,-0.137368451487382,-0.13590426976768,-0.101485303854119,-0.052859882250517,-0.073815571365588,-0.132907758825488
"GPR62_SIG",-0.196477707777816,-0.188589209358924,-0.260546532876736,-0.137347869012534,-0.210820414339354,-0.180770517448509,-0.196352743960505,-0.270158670082169,-0.160478807643625,-0.204126896021692,-0.22152032322042,-0.167545492943629,-0.128269220250189,-0.139898855997426,-0.252301831424876,-0.236024828769135,-0.220731406488469,-0.219389775035406,-0.24135182636679,-0.268924314321593,-0.198848427404086,-0.249974788524538,-0.234392469136918,-0.232126968308042,-0.167513864352351,-0.229993716858779,-0.156225376523242,-0.176872105851816,-0.245860908490776,-0.182623051199348,-0.228151428767462,-0.167713621859384,-0.22305018224158,-0.239768328478177,-0.182956217684905,-0.213087462018388,-0.221476503045897,-0.212845129201583,-0.250426279141343,-0.250879298649754,-0.216815792597342,-0.273820928426852,-0.255459266920078,-0.253273836804576,-0.230049729434758,-0.232441184830336,-0.215237982887011,-0.210756169753438,-0.213420991400009,-0.245955003730061,-0.203686135367672,-0.128394912029881,-0.178009693182824,-0.187486236462341,-0.23540425912439,-0.256831065652017,-0.211625179677106,-0.221625376165465,-0.237422709257656,-0.196213919279758,-0.261889257157451,-0.235353350507406,-0.142536255706242,-0.225324697058095,-0.251905155787141,-0.218759077703632,-0.19387853828938,-0.259143009336872,-0.189464457683215,-0.245745055910503,-0.207008554024132,-0.220846278648737,-0.218469093395631,-0.2489095663472,-0.118186318369347,-0.19457611564962,-0.226756982295028,-0.264395221063054,-0.214808246008134,-0.257862170643426,-0.199938007631638,-0.261427585345932,-0.19896105093922,-0.171619943935814,-0.198569695577301,-0.248752373517478,-0.210216253923986,-0.232577698108913,-0.253135298674298,-0.236758919020722,-0.292555663605203,-0.237523893831108,-0.232658111206885,-0.213388690982625,-0.208579461595537,-0.223591461932044,-0.212893178124212,-0.207640021618407,-0.232489474167752,-0.253516400860143,-0.199327051407256,-0.164419381867294,-0.233335808051537,-0.248775194493368,-0.207193871535378,-0.211394973204174,-0.203607405953108,-0.0921234183854883,-0.163660809859399,-0.241933221080421,-0.249386649630971,-0.233683735304193,-0.198332232332409
"GPR63_SIG",-0.00868001988578601,-0.0662848920730846,-0.0879160315615473,0.0958232405190046,0.0400495349705823,-0.0258302805320427,-0.0367952982997081,-0.0687199671994556,0.0269942621041968,-0.0153470151866555,-0.0604348574836837,-0.0463765232434122,0.0144796061564199,-0.00478086821799436,-0.077492431579599,0.0124871649678369,-0.042094440501072,-0.108611545925461,-0.0845978402112914,-0.0744018454046776,-0.0666245383983011,-0.0294448580024652,-0.0655496960012697,-0.108100330521158,-0.0349479272184972,-0.0548679149421057,0.0297274696977281,-0.0163692726768464,0.00443279147831007,0.0104650950421135,-0.0506051255227657,-0.0157477417699587,-0.0459727033218307,-0.104283062989902,-0.0333816700045297,-0.0557818390346653,-0.051311812312673,-0.0366256820739976,-0.0789358293328315,-0.0530883195855267,-0.00765211136640147,-0.102430078091402,-0.046320403558405,-0.108638549938336,-0.0300861099680412,-0.0393096144495008,-0.0219280374464,-0.0180420237936005,-0.0547551522663958,-0.0639943963183679,-0.0742569796341245,0.00331583407661507,0.0194657574868076,-0.0165226677771342,-0.114397372711947,-0.0695202995607865,-0.0590281133651709,-0.0403571114752371,-0.0842358488959851,-0.0375356100527829,-0.0620202358542096,-0.10088412382923,-0.0242911286729673,-0.0577949384363507,-0.0429066978051324,-0.0588602489541932,-0.0539904652649203,-0.0290651103035913,-0.0280585260406901,-0.0912539761078587,0.00561036952770624,-0.0565023196200078,-0.0724003256962707,-0.0844623825033189,-0.0150639688569765,-0.0834537965737674,-0.0354957383393196,-0.0621981012457688,-0.0227491038995508,-0.095625131997248,-0.0145655724471567,-0.0928735911816096,-0.0128894155497512,-0.0277241017012852,-0.0213472178013815,-0.115466523269867,-0.00129486827184054,-0.0058088621479189,-0.00732187411941422,-0.00369352244988192,-0.131592751508031,-0.0644224690383257,-0.00587812827916302,-0.038629832573462,0.0339411955993154,-0.0149448061852875,-0.0716652572259224,-0.03804496339162,-0.0851552844723089,-0.0651680761330741,0.00169969477006899,-0.0197134897708153,-0.0219372613159422,-0.0919714035608538,-0.0985099672249933,0.0234243465160461,-0.0112156202391556,-0.0252961001185223,-0.0105511967120752,-0.0820339288018896,0.00333782479617926,-0.0603146332354277,0.0126224965750688
